,report_no.,report_date,sent_to_manufacturer/importer/private_labeler,publication_date,category_of_submitter,product_description,product_category,product_sub_category,product_type,product_code,manufacturer/importer/private_labeler_name,brand,model_name_or_number,serial_number,upc,date_manufactured,manufacturer_date_code,retailer,retailer_state,purchase_date,purchase_date_is_estimate,incident_description,city,state,zip,location,(primary)_victim_severity,(primary)_victim's_sex,my_relation_to_the_(primary)_victim,(primary)_victim's_age_(years),submitter_has_product,product_was_damaged_before_incident,damage_description,damage_repaired,product_was_modified_before_incident,have_you_contacted_the_manufacturer,if_not_do_you_plan_to,answer_explanation,company_comments,associated_report_numbers,asin_in_report
983,20140224-9FD76-2147447004,2/24/2014 ,3/5/2014 ,4/14/2014 ,Consumer,Little light up plastic toy green base with turtle on top ,Toys & Children,Toys,"Toys, Not Elsewhere Classified (1381)",1381,GREENBRIER INTERNATIONAL,,,,,,,,,,No,"My child received a little toy that lights up, he received it from a family member who is unaware of the deadlydangers of button bbatteries and the potential of children swallowing them.  When I turned the toys over to my horror the cover that goes over the button just flips off exposing the battery.  There are no screws or anything preventing the cover from comming off.  I'm sure you are aware how deadly these are to children. This item or any item that has button battery's should have law requiring them to be secure ",Leslie ,Missouri,63056,Other,"Incident, No Injury",Male,My Child,,Yes,,,,,Yes,,"They never answer the phone, tried several times",,,
984,20140918-A9D7B-2147440848,9/18/2014 ,9/26/2014 ,10/17/2014 ,Consumer,Fisher-Price Ocean Wonders Soothe and Glow Seahorse (blue),Toys & Children,Toys,"Dolls, Plush Toys, and Action Figures (1394)",1394,FISHER-PRICE BRANDS,Fisher-Price,Ocean Wonders Soothe and Glow Seahorse,,,,,Wal-Mart,,2/1/2013 ,Yes,"I have had two separate incidents with The Fisher-Price Seahorse glow-toy/sleep aid in which battery-acid has leaked due to poor engineering. The first incident resulted in smoke emitting from the toy. The second was solely a battery-acid leak. Unlike Fisher-Price customer service would have others believe, I--and the many other consumers with similar issues--did not put the batteries in backwards, nor did I use old or store-name brands. ",Saratoga Springs,Utah,84045,Home/Apartment/Condominium,"Incident, No Injury",Male,My Child,2.0,Yes,No,,,No,Yes,,Contacted the manufacturer via email for the first incident. They refused to accept blame.,,,
985,20161024-83F6A-2147411747,10/24/2016 ,11/30/2016 ,12/21/2016 ,Consumer,CAT Big Builder Dozer Light and Sound remote control machine  ASIN B000A6U6JO model #36622 ,Toys & Children,Toys,Toy Vehicles (Excluding Riding Toys) (5021),5021,Toy State International Limited,Caterpillar #36622,,,,,,Ollies,,11/21/2015 ,Yes,My 3 year old grandson was playing with (Toy State) CAT Big Builder Dozer with corded remote. He somehow got the cord wrapped around his neck and was choking. My daughter and husband luckily heard him  (he was playing in the room across the hall from where they were sitting) and were able to remove the cord from his neck. My daughter told me what had happened and I feel it needed to be reported. This toy is recommended for ages 3 and up .,Cochranville,Pennsylvania,19330,Home/Apartment/Condominium,"Incident, No Injury",Male,Other Relative,3.0,Yes,No,,,No,No,No,," At Toy State, ensuring the safety and quality of our products is our primary focus. We are committed to making sure our products meet the highest standards.  We incorporate safety into product design and employ a strict testing protocol utilizing internal testing of all Toy State products, as well as submitting to independent third party testing laboratories.  Every Toy State product must meet all required national and international product safety standards, and our own safety and quality control test standards. This extensive testing process ensures that our products are fully compliant with all applicable global and local legal and regulatory standards, and we continually strive to improve our rigorous design and manufacturing processes to raise the bar of safety and quality in our toys even further to ensure that consumers who purchase our products can have the confidence that they are bringing high-quality, and safe, products into their home. In response to this incident we have initiated an internal safety review on this product that includes reviewing all third party and internal safety tests. We also met with the independent third party testing laboratories to review these tests directly with them. The safety review and the independent testing labs confirmed that this product meets all required international and local standards. The facts of this incident will be taken into consideration as part of our ongoing commitment to safety and quality in continually improving our design and manufacturing processes.",,
986,20201116-D0F33-2147368082,11/16/2020 ,12/15/2020 ,12/31/2020 ,Consumer,B. Toys’ Let’s Glow Bowling;   Inc2020 Madison Battat. Scan code on packaging: 0 62243  43560 5; under that: BX1955,Toys & Children,Toys,Toy Sports Equipment (1392),1392,MAISON BATTAT INC,B. Toys by Maisson Battat,Perhaps BX1955?,,0 62243 43560 5,12/31/2019 ,2020,Target,Washington,11/5/2020 ,No,"We are returning our B. Toys Let’s Flow Bowling set because one of the pins popped open and all the little balls came pouring out. Our almost-2-year-old immediately tried to pop them in his mouth. This is a serious issue that the company needs to address and probably warrants a recall. Of note, however, the large, glowing ball was misshapen. I mention this only because it is possible the toy incurred a heavy impact during packaging, in transit or at the store, which might explain both issues. ",Washougal,Washington,98671,Home/Apartment/Condominium,"Incident, No Injury",Male,Other Relative,1.0,Yes,Yes,,,,Yes,,"Maybe. The ball came dented. Was it improperly molded that way, or somehow damaged before we got it? Two of the ball photos I included show the shape. The third shows a divet - almost like a drill mark - in the center of the depressed part of the ball.",,,
987,20210218-C34AD-3060669,2/18/2021 ,3/31/2021 ,4/14/2021 ,Consumer,Frozen Castle,Toys & Children,Toys,Doll Houses and Other Play Scenes (5018),5018,"Disney Store USA, LLC",Disney ,101Q120G023 Fac018591-19200,,,,,The Disney store,Virginia,12/25/2019 ,No,"Caller is reporting that the toy castle has extremely sharp edges which caused injuries to his children,  He stated that his 4 yr old daughter fell backwards on it and she received a minor scar a year ago.  Most recently his 9 year old son fell on top of it and he received a punctured wound to his right heel.  No medical attention was received, they administered first aid to the wound.The manufacturer was not contacted as yet.Caller feels that this toy castle is extremely dangerous and should be reported.",Alexandria,Virginia,22312,Home/Apartment/Condominium,Injury - First Aid Received by Non-Medical Professional,Male,My Child,9.0,Yes,No,,,No,No,Yes,,,,
988,20230217-7EEB8-2147349667,2/17/2023 ,2/23/2023 ,3/9/2023 ,Consumer,"BabyBibi- Floating Baby Bath Books – High Contrast Black and White Waterproof Bath Books for Babies 3+ MonthsSet of 4 (animal, veggies, shapes, numbers) Sold on Amazon. https://a.co/d/6QDqgip",Toys & Children,Toys,Water Toys (1365),1365,Baby Bibi Inc.,Babybibi ,,ASIN: B086WNVDTG,,,,Amazon. ,,3/8/2022 ,Yes,Bought a bath toy that is marketed to babies over 3 months. It is a little plastic book with foam inserts in pages and a small squeaker inside. Baby used as directed in the bath 3 times total. Splashing around. We air dried the toys as directed. The pages started coming apart and the small squeaker fell out during gentle  play (flipping through pages). The baby popped the squeaker into his mouth. I managed to get it out so there were no injuries. But this is an extreme choking hazard because the squeaker is round!,Cary,North Carolina,27519,Home/Apartment/Condominium,"Incident, No Injury",Male,My Child,,Yes,No,,,,Yes,,,"Baby Bibi Inc.: All our products have been tested to all requirements of the U.S. market, and we have tested them also for Canada, the EU, and the U.K. We conduct product inspections on every shipment by a third-party inspection company to ensure consistent quality. We cannot determine if this is a manufacturing issue or the result of environmental ( product storage and handling) conditions. We take product safety seriously and have inspected our sealing tool to ensure the heat seal on our products is robust",,B086WNVDTG
989,20240912-769FC-2147336566,9/12/2024 ,9/17/2024 ,10/1/2024 ,Consumer,"WAHU Phlat Ball (a 6.2-inch blue and green ball that squishes flat into a disk shape and then springs back out due to metal ribs, which apparently have completely unacceptably sharp edges for a product designed for children)",Toys & Children,Toys,"Toys, Not Elsewhere Classified (1381)",1381,Goliath Games LLC,WAHU,,,,,,Amazon.com,,12/20/2022 ,Yes,"My son was playing with his Phlat Ball toy and I noticed that it had a piece of metal sticking out of it.  Upon investigation, I realized that it was one of the ball/disk's metal ribs, which had come uncovered and was sticking out of the disk, and I was completely shocked to touch it and realize the edges were razor-sharp.  This is extremely unsafe and completely unacceptable for a toy designed for children, thankfully I saw it before my son got hurt but he could have cut himself badly!",Encinitas,California,92024-5621,School,"No Incident, No Injury",Male,My Child,4.0,,,,,,,,,,,
990,20130511-5C6E9-2147456221,5/11/2013 ,5/20/2013 ,6/11/2013 ,Consumer,Thunder Tumbler Radio Control 360 Rally Car,Toys & Children,Toys,Toy Vehicles (Excluding Riding Toys) (5021),5021,MERCHSOURCE LLC,Blue Hat,Thunder Tumbler radio control 360 degree Rally car,,94202 30972,,,CVS,,5/10/2013 ,No,"My son received this as a gift for his 5th birthday.  While putting a [REDACTED] 9V battery in the remote control (it was new & right out of the box), which is what it required, the remote control started sparking and smoking! Dangerous toy!! I'm so glad my son wasn't the one putting the battery in! I saw that someone else had the same complaint and the manufacturer tried to say this was improper battery installation. I can assure you it was not. It was a 9V alkaline battery entered with proper polarity and obviously not mixed with other types of batteries as it just took one battery. My husband is a mechanic and we are intelligent enough to know how to properly install a battery in a child's toy.  I also read several Amazon reviews stating people have issues with parts flying off when using it. This toy should be recalled until these things can be corrected before someone gets hurt.",LAS VEGAS,Nevada,89141,Home/Apartment/Condominium,"Incident, No Injury",Male,My Child,5.0,Yes,No,,,No,No,Yes,This happened today. The product is being returned. I do plan on contacting the manufacturer to notify them of the malfunciton.," This comment is in response to report No: 20130511-5C6E9-2147456221 provided to MerchSource on May 20, 2013.MerchSource takes all product safety and consumer satisfaction issues very seriously.  We investigate all incident reports thoroughly.  In early 2012, a small number of online consumer complaints stated that inserting a battery backwards (i.e., reversing the polarity) had led to remote control failures.  That is a scenario against which we have always warned in the product’s robust battery safety warnings and battery diagrams.  Nevertheless, when we received the reports, we further validated through additional safety testing that there is no serious safety risk associated with reversing the polarity. In the case of this complaint, we have not had a chance to examine the unit or the battery used in it.  The product has undergone extensive quality assurance, product safety and quality control testing (including recent additional third-party safety testing), and none of the testing has identified a likelihood of failure or unreasonable safety risk associated with this product.  Having distributed this product in high volume for several years we are unaware of any reported injuries associated with the use of the product.  Nevertheless, in response to this consumer incident and out of an abundance of caution, our team of engineers will continue to investigate and take any necessary corrective action.",,
991,20150806-A9823-2147429587,8/6/2015 ,8/14/2015 ,8/28/2015 ,Consumer,Fisher Price Soothe and Glow Seahorse,Toys & Children,Toys,"Dolls, Plush Toys, and Action Figures (1394)",1394,FISHER-PRICE BRANDS,Fisher Price,Soothe and Glow Seahorse,1952kba,,,,,,,No,"The incident involves a Fisher Price Soothe and Glow Seahorse toddler toy. I was replacing the batteries in it, once they were installed, I tested the toy and it turned on just fine, so I put the battery case cover back on and screwed the two screws. I installed the battery case part back inside the soft body of the toy, turned it on, but it did not turn on. I removed the battery case part from the soft body, and that is when I noticed a sharp smell of burning plastic, and noticed the battery case lid was warm to the touch. I frantically unscrewed the two screws, and saw visible sparks at the negative terminal end of one of the batteries as I pulled it out. The battery was very hot to the touch, as was the case near that terminal end, the spring was compressed and blackened where before it had been normal just before installing the new batteries, and the plastic around that terminal end was melted and brownish. ",Bayfield,Colorado,81122,Home/Apartment/Condominium,"Incident, No Injury",Female,Self,33.0,Yes,No,,,No,No,Yes,I plan on contacting Fisher Price as I know there is no recall but know I am not the only one who has experienced this exact thing happening.,,,
992,20151207-3F731-1536787,12/7/2015 ,1/12/2016 ,1/29/2016 ,Consumer,Lil Critters Spin and Discover Ferris Wheel,Toys & Children,Toys,"Toys, Not Elsewhere Classified (1381)",1381,"VTech Electronics NA, LLC",Vetech,80-165900,Unknown,Unknown,,Unknown,Kohl's,Pennsylvania,12/1/2015 ,Yes,12/06/2015 - The consumer's grandson was using the ferris wheel toy for approximately five minutes while being supervised by his grandmother. The consumer indicates that the toy has a moving ferris wheel seat that is up against a flat support. The consumer's grandson was spinning the ferris wheel seat and his finger became lodged between the ferris wheel seat and its back support. The consumer indicates that her grandson started crying hysterically from the pain. The consumer states that it took her a little over a minute to remove his finger safely.The consumer indicates that her grandson's finger became inflamed for approximately five minutes and that he kept crying until he eventually fell asleep approximately ten minutes later.The consumer indicates that the label on the toy states that it is for children six months and older.The consumer believes this product poses a safety hazard to consumers.,Ambler,Pennsylvania,19002,Home/Apartment/Condominium,Injury - No First Aid or Medical Attention Received,Male,Other Relative,-1.0,Yes,No,,,No,Yes,,," The mechanical structure design of this product meets and complies with the safety regulation, the wheel is not driven by electric motor or mechanical driving mechanism, but it may have a chance to cause finger pain or inflamed when a child finger is lodged between any of the wheel seats and its back support while turning. To enhance the safety of the product, we are evaluating a potential design change to minimize the hollow on the back side of the seat which can minimize the possibility of lodging fingers while the wheel is being spinned.",,
993,20190209-E6C56-2147382799,2/9/2019 ,2/21/2019 ,3/7/2019 ,Consumer,"my life as  Loft bed.  Number on product is: PK06831-06111820 long, 9.5 deep, 11.25 high. The box color is predominately pink and white. The box displays a warning hazard for small parts but nothing indicating sharp edges. My Life As is a trademark of Walmart, Inc. The item is made in China.  ",Toys & Children,Toys,Doll Houses and Other Play Scenes (5018),5018,Walmart Stores Inc.,My Life As,PK06831-061118,,8  7451400884  1,,,Walmart,Texas,2/5/2019 ,No,"I purchased the my life as dolls bed set for my granddaughter's upcoming birthday.  After opening the shipping container, I was repositioning the toy bed to make room for additional gifts I plan to give my granddaughter.  My hand grasped the toys cardboard packaging and moved to move the product.  That's when my hand slipped a little and slid across the cardboard.  As though my thumb had just come in contact with a razor blade, the beveled cardboard sliced a deep gash into my thumb.   This is a child's toy and it's unfathomable that a company would package a product like this with a very serious hazard posed by the packaging itself.  In my opinion, it is so sharp along the edge, a child handling this item would/could easily lacerate their fingers, arm or, heaven forbid, some other part of the anatomy where arteries are more easily threatened with injury. ",Beasley,Texas,77417,Home/Apartment/Condominium,Injury - First Aid Received by Non-Medical Professional,Male,Self,68.0,Yes,No,,,,Yes,,I plan to give the content to my granddaughter.  It's the box (that in which the item is packaged that gives me concern and caused the injury).  I notified Walmart but all they have asked me to do is contact their insurance company - which is closed today," Dear customer, please call 1800.925.6278 and provide details and model numbers/UPC of the product so that we can assist you",,
994,20110425-2756A-2147479782,4/25/2011 ,,5/23/2011 ,Child Service Provider,"Orange, worm like rattle with a blue antennas, red tube encloses circle with green and yellow plastic discs  and purple ring dividing each disc set. This toy is part of a 3 piece rattle set. [REDACTED]'s  tongue was caught between the antenna part of the toy.",Toys & Children,Toys,Baby Rattles (1517),1517,"Infantino, LLC",Infantino,Trio Activity Toy Set,206-377,7 73554 06377 6,,,,,,No,Our 7 month old foster son was playing with an Infantino baby rattle. The rattle is secured by screws which had loosened without our knowledge. A portion of the rattle separated and pinched his tongue. We discovered this incident while on an outing and no specific address is known. The left front corner of his tongue appeared blistered for approximately 2 1/2 days.,,,,Other,Injury - No First Aid or Medical Attention Received,Male,Unspecified,-1.0,,,,,,,,," Infantino takes product safety issues very seriously.  We investigate each CPSC database incident report. We encourage our customers to provide additional information about incidents to our Customer Service, by calling 800-840-4916 or visiting our website at www.infantino.com",,
995,20120912-99410-2147463782,9/12/2012 ,10/3/2012 ,10/18/2012 ,Consumer,Small round ball shaped toy that opens and closes.,Toys & Children,Toys,"Dolls, Plush Toys, and Action Figures (1394)",1394,MCDONALD'S CORPORATION,zooble ,Zooble Made for Mcdonald's,AF2,,,,Mcdonalds toy,New York,1/1/2012 ,Yes,"My 6 yr old was playing with a zooble, when all of a sudden she started screaming “help me”.   I ran to see what was wrong and she was screaming “my leg”.  I looked at her leg & saw a zooble tangling from her calf.  Her skin was caught in between the part of the zooble that closes. I tried as gently as possible to take off her leg.  It was stuck on good. I got it off her skin and saw it caused a red bruise with broken skin. It looked like she had been bitten. I have a picture to show you, as well as a picture of the zooble. She was hysterical crying.  I tested the product by closing it near my arm.  Sure enough it was able to “catch/pinch” my skin as well. There was no pinching warning on this product.",Staten island,New York,10307,Home/Apartment/Condominium,Injury - First Aid Received by Non-Medical Professional,Female,My Child,6.0,Yes,No,,,No,Yes,,I emailed the manufacturer.,,,
996,20110818-26999-2147476114,8/18/2011 ,,9/12/2011 ,Consumer,b. FunKeys Play key ring and car remote ,Toys & Children,Toys,"Pretend Electronics, Tools, Housewares & Appliances (5020)",5020,BATTAT INCORPORATED,,B. FunKeys ,,,,,K.Frank,California,6/22/2011 ,Yes,The key ring on our toy B. FunKeys broke and the keys came off the ring.  The baby had the keys in her mouth. Yikes!,Santa Barbara,California,93111,Home/Apartment/Condominium,"Incident, No Injury",Female,My Child,-1.0,Yes,No,,,No,No,Yes,,,,
997,20151213-5773C-2147425891,12/13/2015 ,12/21/2015 ,1/13/2016 ,Consumer,24''  stuffed toy . Olaf from the movie Frozen,Toys & Children,Toys,"Dolls, Plush Toys, and Action Figures (1394)",1394,"Franco Manufacturing Company, Inc.",Disney's Olaf,,,,,,,,,Yes,"the toy has a thin plastic skeleton that breaks and pokes through the fabric , the plastic is very sharp and could cause cutting/poking injury",prescott,Arizona,86301,Home/Apartment/Condominium,Injury - Seen by Medical Professional,Male,My Child,5.0,Yes,,,,,,,,,,
998,20140413-D4715-2147445465,4/13/2014 ,4/21/2014 ,5/5/2014 ,Consumer,"Blue Hat Toy Cmpany Thunder Tumbler, Radio Control 360 Rally Car",Toys & Children,Toys,Toy Vehicles (Excluding Riding Toys) (5021),5021,MERCHSOURCE LLC,Thunder Tumbler,Thunder Tumpler Radio Control 360 Rally Car,,694202309063,,,Big Lots,,,No,"When we put batteries into the controller for the Blue Hat Toy company Thunder Tumbler car, it immediately began smoking and caught on fire.",San Juan Capistrano,California,92675,Mobile/Manufactured Home,"Incident, No Injury",Male,My Spouse,32.0,No,No,,,No,No,No,," This comment is in response to report No: 20140413-D4715-2147445465 provided to MerchSource on April 21, 2014. MerchSource takes all product safety and consumer satisfaction issues very seriously. We investigate all incident reports thoroughly. In early 2012, a small number of online consumer complaints stated that inserting a battery backwards (i.e., reversing the polarity) had led to remote control failures. That is a scenario against which we have always warned in the product’s robust battery safety warnings and battery diagrams. Nevertheless, when we received the reports, we further validated through additional safety testing that there is no serious safety risk associated with reversing the polarity. In the case of this complaint, we have not had a chance to examine the unit or the battery used in it. The product has undergone extensive quality assurance, product safety and quality control testing (including recent additional third-party safety testing), and none of the testing has identified a likelihood of failure or unreasonable safety risk associated with this product. Having distributed this product in high volume for several years we are unaware of any reported injuries associated with the use of the product. Nevertheless, in response to this consumer incident and out of an abundance of caution, our quality team will continue to investigate and take any necessary corrective action.",,
999,20231231-AE8E3-2147343117,12/31/2023 ,1/4/2024 ,1/22/2024 ,Consumer,Spark Cocomelon 2-in-1 Spraying Bath Toy with LED Lights for Boys & Girls,Toys & Children,Toys,"Toys, Not Elsewhere Classified (1381)",1381,Walmart Stores Inc.,Spark,Spark Cocomelon 2-in-1 Spraying Bath Toy with LED ,,,,,Walmart,,12/15/2023 ,No,This toy was running around on the ground and sucked my 8 month old sons hair up. Right up to the scalp and ripped it out.,Chardon,,44024,Home/Apartment/Condominium,Injury - No First Aid or Medical Attention Received,Male,My Child,-1.0,Yes,No,,,,No,,,,,
1000,20250112-1FB5A-2147333937,1/12/2025 ,1/15/2025 ,1/30/2025 ,Consumer,"NeeDoh Nice Cube, Satisfying Square Shaped Sensory Toy, Pink, 2.25 square shaped.",Toys & Children,Toys,"Toys, Not Elsewhere Classified (1381)",1381,Schylling,NeeDoh,NeeDoh Nice Cube ,,0196495180,,,,,,No,"10 year old was playing with the Needoh Nice Cube, in its intended use. The toy exploded and caused a chemical burn on her forearm.",Little River ,South Carolina,29566,Home/Apartment/Condominium,Injury - Emergency Department Treatment Received,Female,My Child,10.0,Yes,No,,,,Yes,,,,,
1001,20220610-47392-2147355673,6/10/2022 ,6/14/2022 ,6/30/2022 ,Consumer,"Plastic pump and spray watergun from the Dollar Tree.  It was red, blue, and yellow. Manufacturer on toy is listed as Greenbrier International Inc 323061-06695-286-102421)",Toys & Children,Toys,Other Toy Guns (5006),5006,GREENBRIER INTERNATIONAL,,,323061-06695-286-102421,,,,Dollar Tree,,3/20/2022 ,Yes,Son was playing with plastic watergun from the Dollar Tree (Greenbrier International Inc.) And the toy exploded and left multiple cuts on his face.,COLORADO SPRINGS,Colorado,80923-7505,Home/Apartment/Condominium,Injury - No First Aid or Medical Attention Received,,My Child,10.0,,,,,,,,,,,
1002,20160208-9A246-2147421939,2/8/2016 ,2/29/2016 ,3/21/2016 ,Consumer,Skip hop hug and hide activity toy monkey.  It's a brown monkey with green arms and a pouch that holds a baby monkey. His feet I guess they would be holds Yellow teething bananas and the other holds the wooden teething  ring that broke.  It rattles and crinkles to make noise also.  ,Toys & Children,Toys,"Dolls, Plush Toys, and Action Figures (1394)",1394,"Skip Hop, Inc.",Hug and hide activity toy monkey ,I don't know we cut the tags off ,,,,,Target,,1/3/2015 ,Yes,"We have the baby toy Skip Hop Hug And Hide activity toy monkey.  My six months th old son loves it!  There is a rubber banana hanging from it and a wooded teething ring.  The ring was his favorite!  He always chews on this. He has no teeth yet also.  Yesterday as he was playing with it he slightly tossed it up as any baby would do.  When it came down I think the ring hit the floor first because it broke completely in half!  My son noticed right away and picked up a piece to put in his mouth.  Luckily I was right there and grabbed it from him quickly.  If I had not been right there he would have choked or cut his mouth up pretty good.  I feel this is very dangerous and could cause allot of harm to a child.  It didn't hit the floor very hard and it broke in half.  I can't imagine if a baby was banging it on a table or something like they love to do with toys. It would probably brake into even smaller pieces! I would like to keep baby's safe and get this taken care of.  I contacted the company also.  I feel horrible now because this was my son's favorite toy, but Im just so thankful I caught him putting it in his mouth before something really Bad happened. ",Ayer,Massachusetts,01432,Home/Apartment/Condominium,"Incident, No Injury",Male,My Child,-1.0,Yes,No,,,No,Yes,,I emailed skip hop telling them what happened,,,
1003,20150302-3B492-2147434927,3/2/2015 ,3/11/2015 ,3/25/2015 ,Consumer,"White, plush bunny with pink ribbon and brown plastic screws for eyes. ",Toys & Children,Toys,"Dolls, Plush Toys, and Action Figures (1394)",1394,"RAZ Imports, Inc",,E2705282,,,,,,,,No,"On Feb. 24, 2015 our 18-month-old went down for a nap in her crib with her stuffed animal bunny. After a few minutes, our nanny reported seeing her sit up on the video monitor -- and then she saw our toddler put something in her mouth. Concerned, our nanny went in to investigate. The bunny's eye had fallen out -- a half-inch plastic screw -- and our 18-month-old daughter had put it in her mouth. Fortunately our nanny was watching on the monitor and our 18-month-old did not choke. No one was harmed but this story could have ended very differently.The bunny is a white, plush, soft and snuggly baby toy. It was given to us as a gift between 2011 and 2014 (either for our older daughter's birth or for our younger daughter's birth) but I don't know where it was purchased or who gave it to us. It does, however, have a series of tags on it. Photos attached.The bunny has a small tag that says it is for decoration, not meant as a toy. But ... really? It's very soft and snuggly and clearly a toy. I'd be happy to send it to you, along with the plastic eye. Nothing bad happened in our situation, but I felt compelled to report this lest another family not be so fortunate. Baby toys should not have screws for eyes!! ",Madison,Wisconsin,53705,Unspecified,"Incident, No Injury",Female,My Child,1.0,Yes,No,,,No,No,No,,,,
1004,20240607-A504E-2147338761,6/7/2024 ,6/21/2024 ,7/8/2024 ,Consumer,Infantino Turtle Cover Band 8-Piece Percussion Set. Every piece of this set has paint flaking.,Toys & Children,Toys,Baby Rattles (1517),1517,"Infantino, LLC",Infantino,216-182,,06 733 29159929,,,,,,No,"My 15 month old was playing with the duck rattle piece included in this set and started chewing on the ducks beak.He immediately made a strange face, so I rushed over, took the toy, and found orange paint flakes from the ducks beak on his lips and in his mouth! I wiped his mouth out the best that I could and gathered up the other pieces of this set.I noticed that other pieces of this set also had chipped paint! I researched this toy since I didnt know where it came from because it was a gift. In the reviews for the [REDACTED] listing, there are other people reporting the same paint flaking issue as far back as 2018 and yet the toy has not been discontinued and continues to be sold. This has been happening for years unchecked.I provided the link to the [REDACTED] listing, although it seems the one I have came from a brick and mortar store. I dont know which store since it was a gift. Youll find other reviewers describing the same issue in the [REDACTED] reviews, as far back as 2018.I also want to point out that my son has hardly touched these toys, especially the duck rattle piece and yet the paint flaked IMMEDIATELY. This happened under light use. Im sure its much worse under heavy use.",,,,Home/Apartment/Condominium,"Incident, No Injury",,My Child,1.0,,,,,,,,,,,
1005,20190611-872B0-2147380479,6/11/2019 ,7/16/2019 ,7/30/2019 ,Consumer,Zoom Tube Car Trax; Item #ZMT,Toys & Children,Toys,Toy Vehicles (Excluding Riding Toys) (5021),5021,SAS GROUP INC.,,,,,,,Gift,,12/25/2018 ,No,"The remote control for our  Zoom Tube Car Trax melted while my children were playing with it (picture attached).  Luckily, our adult babysitter was supervising their play, and neither of the children were injured and a fire did not start.   SAS Group, Inc. is listed under contact information in the instructions. The customer service department at SAS Group actively refused to take information about the issue.  I spent 10 minutes trying to make them take my name or phone number and went through all of the reasons their quality control people might want to be able to ask questions about the incident or might want the product back for testing.  When I asked the customer service rep if he receives calls about this often, he replied something to the effect of “not that often.”  ",Houston,Texas,77079,Home/Apartment/Condominium,"Incident, No Injury",Male,My Child,4.0,Yes,No,,,No,Yes,,I have the product; my interaction with the manufacturer is detailed in the explanation of the incident.,,,
1006,20200103-EF360-2147375616,1/3/2020 ,2/21/2020 ,3/6/2020 ,Consumer,RC car with missile launching function.,Toys & Children,Toys,Toy Vehicles (Excluding Riding Toys) (5021),5021,ThreeSixty Brands Group LLC ,"Sharper Image RC Missile Launcher, Item # 207156",Item # 207156,,,,,Bed Bath and Beyond,California,12/27/2019 ,Yes,"The Sharper Image Transforming RC Missile Launcher Race Car (Item # 207156) is an unsafe product. I bought one for a Christmas gift, and the missile launcher stopped working in minutes. I sent it back for a replacement, and the missile launcher not only didn't work but caught fire!",Redondo Beach,California,90277,Home/Apartment/Condominium,"Incident, No Injury",,Self,,,,,,,,,,,,
1007,20230925-E969D-2147345025,9/25/2023 ,9/28/2023 ,10/20/2023 ,Consumer,"Yellow Care Bears, Manufactured under license, Basic Fun.",Toys & Children,Toys,"Dolls, Plush Toys, and Action Figures (1394)",1394,"Basic Fun, Inc.",Care Bears ,Care Bears superstar bear. ,,885561226188,,,Target ,,9/24/2023 ,No,"While taking my daughter out of her car seat, I hold her yellow Care Bear and while holding it I felt something poked me near my armpit. Upon opening the bear we found 36 needles inside. When opening the bear I poked my fingers multiple times causing some minor bleeding.",Kissimmee ,Florida,34746,Home/Apartment/Condominium,Injury - First Aid Received by Non-Medical Professional,Male,Unspecified,33.0,Yes,No,,,,No,,,"Basic Fun, Inc.: Basic Fun is 100% committed to producing the safest toys for play.All of our toys meet or exceed stringent U.S. and International Toy Safety Standards. In this regard our factory uses a metal detector for plush on the production line. We have contacted this Consumer and arranged to address their complaint to their satisfaction. We have no other similar complaints on this product, but have implemented increased inspections. Any Consumer can reach us by calling or emailing us at Phone:  561-208-7970 or by emailing us at CustomerService@basicfun.com. Thank you for contacting us.  We appreciate being able to address this matter.",,
