Disclaimer: CPSC does not guarantee the accuracy, completeness, or adequacy of the contents of the Publicly Available Consumer Product Safety Information Database on SaferProducts.gov, particularly with respect to information submitted by people outside of CPSC.
Report No.,Report Date,Sent to Manufacturer / Importer / Private Labeler,Publication Date,Category of Submitter,Product Description,Product Category,Product Sub Category,Product Type,Product Code,Manufacturer / Importer / Private Labeler Name,Brand,Model Name or Number,Serial Number,UPC,Date Manufactured,Manufacturer Date Code,Retailer,Retailer State,Purchase Date,Purchase Date Is Estimate,Incident Description,City,State,ZIP,Location,(Primary) Victim Severity,(Primary) Victim's Sex,My Relation To The (Primary) Victim,(Primary) Victim's Age (years),Submitter Has Product,Product Was Damaged Before Incident,Damage Description,Damage Repaired,Product Was Modified Before Incident,Have You Contacted The Manufacturer,If Not Do You Plan To,Answer Explanation,Company Comments,Associated Report Numbers
20171225-A8063-2147394314,12/25/2017 ,3/15/2018 ,3/30/2018 ,Consumer,"Moderno kids spider gt","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"Moderno, LLC","Moderno kids spider gt","Spider gt",,,,,"https://www.modernokids.com",,12/10/2017 ,No,"Moderno kids spider gt ride on car caught fire within 60 seconds of use.  I had to unbuckle the harness and remove my son and use a fire extinguisher to put out the fire.  The smoke and flames seemed to come from the 'radio' in the vehicle.  If I had not been right there, he could have been seriously burned because the harness is difficult for a child to remove.  The car was inside, and driving at low speed when this happened.  ","Oxford","Mississippi",38655,"Home/Apartment/Condominium","Incident, No Injury","Male","My Child","3",Yes,No,,,No,Yes,,,"",
20230216-3F0EF-2147349679,2/16/2023 ,3/23/2023 ,3/10/2023 ,Consumer,"Cocomelon bumber car","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"Flybar, Inc.","Unsure","Unsure","Unsure","Unsure",,"Unsure","Walmart ","Iowa",11/1/2022 ,Yes,"My grandson was playing with his bumper car , when we noticed he was kinda choking. We were able to grab what was in his throat.  It was a piece of the foam that covers the bumper part of the toy. Upon inspection we discovered that he had bitten a piece out of the foam. Very dangerous, this could have ended in death.","Vinton","Iowa",52349,"Home/Apartment/Condominium","Incident, No Injury","Male","Other Relative","2",,,,,,,,,"Flybar, Inc.: Flybar, Inc. takes all quality and safety  interactions very seriously.  We are reviewing the matter and coming up with recommended changes to the product manual that may help avoid repeat of such unorthodox user interactions with the specific part of the product, as well as enhancing adult supervision messaging.. ",
20121004-F9979-1277100,10/4/2012 ,12/20/2012 ,1/8/2013 ,Consumer,"mini motorcycle","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"BBJ INDUSTRIAL/TOYS CO. LTD.","Mini Motos ","ZP5008RED12V","Batch #1-UP","Unknown",10/2/2011 ,,"Sears","Georgia",12/15/2011 ,Yes,"The consumer stated that her 3 years old son was riding the mini motorcycle for approximately 5 minutes and the seat and back tire started to emit smoke. The consumer stated that they seat was extremely hot. The consumer stated that she removed her son from the seat and undid the seat. The consumer stated that half of the back area of motorcycle was burnt black. The consumer stated that it was also emitting a burning plastic odor. The consumer stated that she removed the battery, but it was not hot. The consumer continued to analyzed the motorcycle and found that the gears that control the back tires were hot. The consumer stated that no one was injured. The consumer stated that it was no longer usable. The consumer stated that she tried to contact the manufacturer and did not have any success in getting someone on the line. The consumer stated that she believes this product should be investigated do to the fire and burning hazard that it poses to children. ","Suwanee","Georgia",30024,"Home/Apartment/Condominium","Incident, No Injury","Male","My Child","3",Yes,No,,,No,Yes,Yes,"I have emailed many times, and mailed letters.  Receieved reply (enclosed). was told would send parts to fix, gotten nothing as of 10/17/12","",
20161229-95D2C-2147408734,12/29/2016 ,1/12/2017 ,1/30/2017 ,Consumer,"Rockin’ Rider Buttons Jr. Rocking Horse","Toys & Children","Riding Toys","Nonwheeled Riding Toys, Unpowered (1327)",1327,"TEK NEK TOYS INTERNATIONAL INC","Rockin’ Rider","Rockin’ Rider Buttons Jr. Rocking Horse 5-20375M",,,,,"WalMart.com",,11/14/2016 ,No,"Rocking horse toppled over forward and baby hit her head.","Denver","Colorado",80249,"Home/Apartment/Condominium","Injury - No First Aid or Medical Attention Received","Female","My Child","2",Yes,No,,,No,No,Yes,,"",
20120529-2DC07-2147467168,5/29/2012 ,6/6/2012 ,6/20/2012 ,Consumer,"Fast Lane Turgid Dump Truck. Sold as a pair with the Fast Lane Wheeled Loader. I","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"TOY'S R US","Fast Lane","10256","1381102886A",,,,"Toys r Us",,12/20/2011 ,No,"The battery part of the remote control gets hot causing the batteries to explode. It also makes the cord running from the remote to the dump truck get hot as well.","Fresno","California",93706,"Home/Apartment/Condominium","Injury - First Aid Received by Non-Medical Professional","Male","My Child","1",Yes,No,,,No,Yes,,"I called Toys r Us to see if there were any product recalls and they said no, and that they couldn't do anything to help. ","",
20210517-5FC82-2147364078,5/17/2021 ,5/20/2021 ,6/4/2021 ,Consumer,"Huffy 24 volt ride on side by side toy.  [REDACTED] look alike buggy.  Cost 500$","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"Huffy Corporation","Huffy Torex","H-ERO-24V-UTV EN 08-12-19 M0665",,,8/12/2019 ,"M0665","Walmart ",,6/19/2020 ,Yes,"My son and nephew were getting in and ready for a ride when it unexpectedly took off out of the driveway and down the street with them in it and no seat belts on because we didn't get to finish putting helmet and seat belt on our kids.  Thank God we were able to run and jump in front of it and hold it still while my brother ripped the kids from this death machine and then removed the battery to get it to stop.   This could have resulted in death of a 3 and 4 year old!  This is not ok!","Apache junction","Arizona",85119,"Home/Apartment/Condominium","Incident, No Injury","Male","My Child","3",Yes,No,,,,No,,,"",
20121028-CFD58-2147462441,10/28/2012 ,11/8/2012 ,11/26/2012 ,Consumer,"toys r us Rockin Rider Tek Nek Spring Horse - Lucky","Toys & Children","Riding Toys","Nonwheeled Riding Toys, Unpowered (1327)",1327,"TEK NEK TOYS INTERNATIONAL *11/26/2012","Rockin Rider Tek Nek Spring Horse - Lucky","180046",,"650770800463",10/27/2011 ,,"toys r us","California",11/26/2011 ,Yes,"the Rockin Rider Tek Nek Spring Horse - Lucky has metal screws at the base of the stand.. my daughter was rocking and fell off and had a 4 inch by 1/2 inch long scrape from the metal screws that scratched her back.. also the way the horse is made the springs almost broke off and can cause the child to become injured ","roseville","California",95661,"Home/Apartment/Condominium","Injury - First Aid Received by Non-Medical Professional","Female","My Child","3",Yes,No,,,No,No,Yes,,"",
20111016-44F3D-2147474278,10/17/2011 ,10/25/2011 ,11/8/2011 ,Consumer,"Huffy Lights and Sounds Folding Trike - Disney Princess tricycle","Toys & Children","Riding Toys","Tricycles (1301)",1301,"Huffy Corporation","Disney Princess ","Huffy Lights & Sounds  / 29512 22411E  ",,,,,"Toys R Us",,10/2/2011 ,No,"We recently purchased, Oct. 2, 2011, the Huffy Lights and Sounds Folding Trike - Disney Princess tricycle for our granddaughter [redcated] 3rd birthday.  There is a heart shape compartment on the front inside of the handlebars at chest height.  This compartment opens from the bottom and lifts upwards.  The battery case is in this area and it can also be used to carry toys.  The lid can get stuck in the up position and it is easy for a toy to become lodged in  the  compartment and the  lid will not close. On Thursday Oct 13th, my daughter and I were alarmed to see that [redacted] was riding around with this lid stuck opened and the sharp pointed end of the heart aimed directly at her chest.  If she were to stop suddenly, such as hitting a curb or other object she could be thrown forward and impaled in the chest by the sharp point.  I feel this could be the cause of a very serious injury and perhaps even death if they were to hit that point at great force.I called Huffy Corporation this morning and talked to them about my concerns. The lady said she could send me a lid to the compartment if I wanted to replace it.  I told her that even with a new lid it could still be kept opened if a big toy was put into it and the danger would still be there.  Her only comment then was I will pass this along to our safety people.  I would have figured that since this item poses a large possibility of injury they would have reacted with more urgency over seeing that I, as a concerned consumer and grandmother was worried enough to report it.  She didn't even ask for my name or any contact information.  ","Jonesborough","Tennessee",37659,"Home/Apartment/Condominium","Incident, No Injury","Female","Other Relative","2",Yes,No,,,No,Yes,,"The person I spoke with showed little regard in how seriously this needed to be address.  Only to say she would pass the information along to their safety department.  Did not take my name or any contact information."," Consumer safety and product quality are extremely important to Huffy Corporation. We thank the consumer for taking the time to communicate her concerns about this product. Shortly after Consumer Service received the call, it notified the quality department which initiated a product review. The compartment cover pivots at the top. The natural inclination, due to gravity, is for the cover to close. The bottom of the plastic molded heart is not sharp, nor does it have a sharp edge. By all standard definitions it is not a projection. The product was tested to and meets ASTM F963, Standard Consumer Safety Specification for Toy Safety and ANSI Tricycle Standard.In response to the consumer call, Huffy Corporation will reinforce the Consumer Service requirement to obtain contact information for all consumer calls expressing concerns about a product. Huffy Corporation will continue to evaluate current and future products for real and perceived hazards and eliminate them where possible.Huffy Corporation encourages all individuals to contact the company whenever there is a concern about a product's safety. The Consumer Service telephone number is (800) 872-2453.",
20111221-49AF8-1221621,12/21/2011 ,1/24/2012 ,2/14/2012 ,Consumer,"Ride on Pedal Car Fire EngineModel Number is 1932FE","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"WAREHOUSE 36",,"1932FE",,,,,"Andreas","California",11/11/2011 ,No,"On November 11, 2011 I purchased 32 FORD PEDAL CAR (FIRE TRUCK) and the MODEL IS  #1932FE on E-Bay.  There is a Ford decal on the inside of the pedal car The pedal car is manufactured in China. I thought that some areas of the sheet metal construction were not properly formed resulting in what I considered excessively sharp edges. I did the assembly on the toy per the enclosed instructions, and while checking it over, I noticed that the sheet metal side body panels where they meet the dash area, are not crimped over like the balance of the sheet metal, which results, I feel, in excessively sharp and hazardous edges.  How sharp?  Well, while not the most scientific method in the world, I took a fresh carrot the size of an adult finger, and gently pushed it against the right side poorly crimped area and that edge sliced that carrot like a knife would. Imaging what would happen if a child slipped and their hand or face happened to hit that edge. The pedal car is made in China according to seller.  I have been in discussion with [REDACTED] at the Sellers company, and he has been somewhat helpful with regards to a partial refund on my payment.  However, regardless of any refund, the inherent danger of the sheet metal remains, and I thought you and your office may want to probe this further. II am enclosing pics.  I want to state that all of the above only pertains to the unit I received.   ","Racine","Wisconsin",53404,"Home/Apartment/Condominium","Incident, No Injury","","Unspecified","",Yes,No,,,No,No,,"Manufacturer is in China, have contacted seller ","",
20250506-EEFAB-2147331497,5/6/2025 ,5/7/2025 ,5/21/2025 ,Consumer,"Best choice products12V Kids Ride-On Truck Car w/ Parent Remote Control, Spring SuspensionSKY5506","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"Best Choice Products","Best choice products","Sky5506",,,,,"Amazon ",,5/1/2025 ,Yes,"Vehicle does not stop even after pedal is released. - best Choice products 12V Kids Ride-On Truck Car w/ Parent Remote Control, Spring Suspension-my kids-normal use in the yard -no injuries",,,,"Home/Apartment/Condominium","No Incident, No Injury","","My Child","4",Yes,No,,,,Yes,,,"",
20140825-874B4-2147441558,8/26/2014 ,9/4/2014 ,9/25/2014 ,Consumer,"Push Around Buggy  by Step2Trade in your stroller for something a little more fun. The Push Around Buggy offers storage and security, while providing lots of fun for your little one. Made in USA of US and imported parts. Seatbelt made in China.    Steering wheel features a honking horn    Storage compartment under the hood for snacks, keys, and more    Seat belt gives added security    Maximum weight 50 lbs (22.7 kg)    Find out which buggy is the perfect fit for your child, click here!    Minimal adult assembly requiredRecommended Age: 1.5-3Product Number: 707500Dimensions: 34.50 H 18.50 W 43.50 DWeight: 13.00 lbs ","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"The Step2 Company, LLC","Step2","http://www.step2.com/p/Push-Around-Buggy contact manufacture",,"UPC/EAN/ISBN: 733538",,,"Handed down from a relative",,,No,"Step2 Push Around Buggy.This product is dangerous. The handle is only held by a metal bolt with a plastic knob and even when properly secured it pulled out of the car sending the car with my grandson in it down the driveway tumbling over the 8 ft. embankment today 8/25/2014. He could have been killed or seriously injured. I would not recommend this toy car you push going down any hills. It was the most traumatic experience and sent my grand son to the emergency room. His face is full of tears and bruises and may have a concussion, broken nose or whatever, he is still at the hospital. I don't want this to happen to anyones child or grand child.","Trooper","Pennsylvania",19403,"Home/Apartment/Condominium","Injury - Emergency Department Treatment Received","Male","Other Relative","1",Yes,No,,,No,No,Yes,"If you don't I will","",
20160909-2C718-2147414354,9/9/2016 ,9/19/2016 ,10/10/2016 ,Consumer,"Razor Childs Electric Quad ","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"Razor USA LLC","Razor",,,,,,,,,No,"We own 3 Razor Electric Quads for or family.  They are a few years old and while riding one of them my 7 year old grandson was thrown over the handlebars.  Thank God he was wearing a helmet and only received cuts and scrapes.  When we inspected the quad we found that the front wheel spindle had snapped off the wheel causing the wheel to fly off.  I contacted Razor several times and at this point they don't care, they are telling me to find a dealer and purchase the parts.  My concern to them was and still is that this is a safety issue.  The bar that snapped, did not snap at a welded site, it snapped in the middle of what should be a solid steel bar.I have pictures but am not sure how to download.","Flanders","New Jersey",07828,"Home/Apartment/Condominium","Injury - First Aid Received by Non-Medical Professional","Male","My Child","7",Yes,No,,,No,Yes,,"Not satisfied with manufacturers  response","",
20140714-9C694-2147442875,7/14/2014 ,7/22/2014 ,8/12/2014 ,Consumer,"Fisher PricePower WheelLil' BuggySingle Rider, rechargeable battery, we have blue with yellow and gray one.  Sits low to the ground has no windshield.  Has a two handle steering wheel. ","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"FISHER-PRICE BRANDS","Power Wheel","Power Wheel Lil Dune Racer ",,,,,"Big Lots",,6/1/2014 ,Yes,"My son who is 2, 32 pounds, wears a 3T, got this fisher price power whee.l lil buggy for his birthday.  On Saturday he was riding it and drove it through a barb wire fence and cut his neck very bad.  It was 4cm laceration that cut completely though his skin.  I was watching my son, I just couldn't get there in time to stop him from driving between the strands of barb wire.  We own 5 other Fisher Price Power Wheels, and have never had any accidents like this.  We've owned and used Power Wheel products for almost 5 years. The power of the Lil' Buggy, set for children age 2 and up, combined with the low statue of this buggy made for a very dangerous situation.  My child was supervised, but I wasn't able to get to him before he drove into the barb wire fence.   I ran as fast as I could to get him free, it was too late.  He had to be rushed to the ER, with a large  laceration on his neck under his chin and received 7 stitches. Here are the problems I see with this vehicle toy.1. It sits too low to the ground and very aerodynamic. 2.  It has NO windshield or other device to keep a child from driving through a barb wire fence or under a car and pinning themselves and choking to death.  It could easily go under a vehicle and pin a child, choking them or burning them (if the car had recently been on)3. This buggy goes very fast and has a lot of power, going over garden hoses and other obstacles that stop our other Power Wheel products, that results in more probability of lodging the buggy under a car/truck or through a fence such as what happened to my son. 4. My son was pinned against the barb wire fence, he was unable to reach the reverse button between his legs to get himself out of the situation.  If the child was to get pinned under a vehicle they would not be able to push the reverse button to remove themselves from under a vehicle.  5.  My son panicked and continued to push the gas pedal, as I assume most 2 year old's would and the car continued to spin the tires trying to drive forward.  I believe that a cut off switch would be a great idea on all power wheels, so that it could detect when a car/truck/others tires were spinning and it would shut off power to the battery and the car would stop.  This would keep the car from pushing the child under a vehicle or fence. I believe this Lil' Buggy should be recalled and spare other parents from what we just went through.  I will add the 5 other power wheels we own sit higher and have a hood/nose/front end with a windshield that keeps them 1' away from obstacles such as fences, vehicles or other dangers.  We followed all of the rules set forth on the instructions.  I would have never in a million years thought that it would drive the font of it through the barb wire fence as it's never happened with our other 5.  It was very scary for our family and could have been so much worse, my little boy could have died.  If it had cut his airway or jugular vein, we are so thankful and blessed that he is going to make a full recovery, we don't want anyone else to go through this. ","Granbury","Texas",76048,"Home/Apartment/Condominium","Injury - Emergency Department Treatment Received","Male","My Child","2",Yes,No,,,No,Yes,,"to report the incident ","",
20110913-3462C-2147475361,9/13/2011 ,,10/7/2011 ,Consumer,"Fisher Price Little People Music Parade ride on toy.  Orange horn on front, that can be pushed down to hear music, is part that broke off.  Toy is yellow with four blue wheels, orange seat that flips up, rainbow keyboard in front, Little People decals, Purpe handles for child and green hand in back to push toy.","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"Moose Mountain Toymakers Ltd.","Fisher Price Little People","Little People Music Parade  Ride On  prdouct FP907843",,,,,"Used",,10/16/2010 ,No,"The horn on the front of the vehicle broke off, resulting in sharp edges on both the vehicle and the broken piece","Renton","Washington",98058,"Home/Apartment/Condominium","Incident, No Injury","Male","My Child","3",Yes,No,,,No,No,Yes,"Plan to call Fisher Price as well, but wanted to report as edge of horn is sharp"," We appreciate the consumer contacting us regarding her experience with the Fisher-Price Little People Music Parade ride-on toy.This product and packaging underwent independent laboratory testing which confirmed that it conforms to applicable toy safety standards.  To our knowledge, no other such incidents have been brought to our attention concerning the product in general or related to the issues brought up by the consumer.  In addition, the product is marked clearly with suitable warnings, instructions and an appropriate age grading. Though there was no injury here, this incident reiterates the importance of adult supervision and respect for age appropriateness and maturity of children who are allowed to interact with our products. Incidents we are made aware of are thoroughly investigated and addressed with the utmost care as the safety of our consumers and their children is our top priority. If appropriate, we incorporate any needed changes to the product or instructions for future production.  Moose Mountain is committed to continuous learning and growth while making high quality and innovative products. The consumer reached out to us via our Customer Service department and provided us with feedback to help us understand her concerns.  We have resolved the situation and the consumer said she was pleased and grateful.  Moose Mountain encourages consumers to contact us by calling our Customer Service line at 1-888-MOOSE-88, or by emailing us at info@moosemountainmkt.com with any questions and concerns about Moose Mountain products. ",
20190207-E07C3-2147382850,2/7/2019 ,2/19/2019 ,3/6/2019 ,Consumer,"Pink Barbie Camper Power Wheel Childs Toy Vehicle Manufactured by Fisher-Price.","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"FISHER-PRICE BRANDS","Fisher Price","BARBIE CAMPER","FRC29-9993",,,"2378Q2","Walmart",,10/2/2018 ,Yes,"I got this for my daughter for her 5th Birthday Party. At the party her friend was driving it and when she went to stop it didn't stop and it actually ran over my daughter. She was okay, but very shook up. We didn't realize that her friend didn't mean to do it, until a similar even occurred when my daughter was driving.","mt pleasant","Pennsylvania",15666,"Home/Apartment/Condominium","Incident, No Injury","Female","My Child","5",Yes,No,,,No,No,Yes,"The item is recalled. ","",
20180601-7C1C1-2147387622,6/1/2018 ,8/3/2018 ,8/17/2018 ,Consumer,"Tonka mighty dump truck by dynacraft yellow and black","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"Dynacraft BSC, Inc.","Tonka","8801-96u","DA0196IF00876",,6/2/2016 ,"06022016","Toysrus ","Kentucky",11/1/2016 ,Yes,"Foot pedal stopped working and when we took the pedal off the wiring was melted.","Chaplin","Kentucky",40012,"Home/Apartment/Condominium","Incident, No Injury","Unknown","Unspecified","",Yes,No,,,No,No,Yes,"We want it fixed"," Dynacraft BSC, Inc. has reviewed this report, which it appreciates receiving given its concern for the safety of its products, and provides the following in response.  The consumer reported problems with the ride-on toy’s foot pedal.  Dynacraft’s customer service department has been in contact with the consumer but we have not yet been able to view the item or obtain the foot pedal.  Nevertheless, from the information provided by the consumer, the consumer’s ride-on is affected by recall 17-162, which involves replacement of the foot pedal.  We further understand that the consumer’s ride-on is at an authorized service center being repaired.  Dynacraft’s customer service department will follow up to see that the consumer’s unit is repaired and receives a replacement pedal pursuant to the recall.",
20201012-E0C3D-2147369277,10/12/2020 ,11/17/2020 ,12/9/2020 ,Consumer,"YBike Model PewiWalking Ride-on toy. This is a device with four wheels that is marketed by the manufacturer as a four wheeled walker and a ride-on toy. Currently the manufacturer claims this has enhanced safety features: provide stability, comfort, and security.","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"NSG Products","YBike","Pewi",,,,,"Amazon",,,No,"My child went over the handlebars, and chipped her tooth on the sidewalk. My child was using this product as intended and it tipped forward. She panicked and held on to the handles, causing her to go forward over the handles and smash her face on the sidewalk. She chipped a tooth. This product has tiny wheels and even very slightly uneven surface causes them to catch. They advertise this as safe for outdoor usage, but short of a large patch of asphalt without any cracks, I cannot see how this can be safely ridden outside. Even inside rugs would pose a danger. This product is marketed toward babies and toddlers to ride on. It is too easy to tip and likely will lead to many injuries if not recalled. My daughter was wearing a helmet and we as parents were following all the instructions given. The other way this is marketed to be used as a walker. If one were to put it on a smooth even surface it would be far too likely to roll out away from the child's weight, causing a safety issue in that manner too.","St Paul","Minnesota",55116,"Other","Injury - No First Aid or Medical Attention Received","Female","My Child","1",No,No,,,,Yes,,,"",
20210505-2C1F8-2147364321,5/5/2021 ,5/10/2021 ,5/24/2021 ,Consumer,"Realtree 24V UTVSpecifications TableProduct Weight	105.60Recommended Age	3+Color	BlackBattery	24VProduct Height	48.67Product Length	58.17Product Width	35.92Top Speeds	5 MPHRun Time	45 minutesNumber of Speeds	2Charge Time	8 HoursAdditional Features	Front Rack, Suspension spring, Working Headlights, MP3 Input, Realistic UTV Sounds","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"Dynacraft BSC, Inc.","Dynacraft","8805-34","DA0534LH06745","087876805342",8/20/2020 ,,"WalMart","Connecticut",8/20/2020 ,No,"This is in regards to the Dynacraft Realtree 24V UTV power toy ride.  On three different occasions, the steering wheel bolt has broken, which prohibits the driver from steering immediately.  I have written Dynacraft directly and each time, they have mailed me a replacement bolt but it continues to happen--this bolt is not strong enough and keeps breaking.  This is a hazard as my child has run into things because of the sudden loss of steering when the bolt has broken.  ","Higganum","Connecticut",06441,"Home/Apartment/Condominium","Incident, No Injury","Male","My Child","5",Yes,No,,,,Yes,,,"Dynacraft BSC, Inc.: Dynacraft BSC, Inc. has reviewed this report, which it appreciates receiving given its concern for the safety of its products, and provides the following in response. The consumer reports that the steering wheel bolt on her child’s 24 volt ride-on, model no. 8805-34, broke and that two replacement bolts have also broken. There was no injury involved. While the consumer did not release her name, Dynacraft was able to identify the involved ride-on via the serial number provided by the consumer. Dynacraft sent a replacement bolt as requested by the consumer after the reported incident date and has not heard back from the consumer since that time and thus believes that the replacement bolt solved the issue for the consumer. Additionally, Dynacraft’s records indicate that the consumer was sent only one other steering wheel bolt. Dynacraft is not aware of any other similar, reported incidents for this model ride-on. Accordingly, we cannot rule out abuse or misuse of the product as possible causes of the reported issues with the steering wheel bolt on the consumer’s ride-on.",
20210205-2F3FD-3043568,2/5/2021 ,4/2/2021 ,4/16/2021 ,Consumer,"Happy Trails Rocking Lucy the Lady Bug Rocking horse type of toyModel M370045 ","Toys & Children","Riding Toys","Nonwheeled Riding Toys, Unpowered (1327)",1327,"TRADEMARK GLOBAL LLC","Happy Trails Rocking Lucy the Lady Bug","M370045 ",,,,"11/20/2019","Walmart",,12/15/2020 ,Yes,"The consumer has to assemble the product after it is purchased.She is concerned because children can unscrew the bolts and those items can then present a choking hazard.  The consumer said even if the bolts are tightened with tools, children can still loosen them.The consumer 13 months old daughter loosened one of the bolts that secures the body of the toy to the locking arms.  There was no injury.The consumer called the dealer and was given a number to the firm.2/5/2021:  The consumer called the firm today and left a voice message about the incident and is waiting for a return call.","Springfield ","Missouri",6504,"Home/Apartment/Condominium","Incident, No Injury","Female","My Child","1",Yes,No,,,No,Yes,,"The consumer has the product and left a message with the firm.","",
20201229-8E478-2147367086,12/29/2020 ,1/21/2021 ,2/4/2021 ,Consumer,"LBLA Baby Balance Bikes Toddler Ride-On Toys For 1-2-3 year-olds","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"Beijing Yiling Chenfei Media Technology Co., Ltd","LBLA","B08HRYD9KL",,,,,"Amazon—Xiemeng-toys ",,12/23/2020 ,No,"I bought 2 toddler balance bikes for my 23-month-old and 19-month-old grandkids. Within the first 30 seconds, when pushing the bikes on a flat, smooth wood floor, both kids flew over the handlebars almost simultaneously. They hit their chins, mouths and teeth, and bled for nearly an hour. ","Pasadena","Maryland",21122,"Home/Apartment/Condominium","Injury - Seen by Medical Professional","","Other Relative","2",,,,,,,,,"",
20131111-34F3B-2147450017,11/11/2013 ,11/19/2013 ,12/4/2013 ,Consumer,"pink hello kitty city cruiser ","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"Dynacraft BSC, Inc.","dynacraft","8801-03","87876-80103","87876-80103",10/26/2012 ,,"toys r us",,12/2/2012 ,Yes,"we bought my daughter the hello kitty city cruiser .the excelorater would not stop it went as fast as it could it took her down the road and over a curb made her fall scrapped her legs all up we were unsure if she had a broken ankle  we had to flip it upside down and start unplugging different things to finally get it to stop .its not safe ,horrible machine .don't buy . $299.99 and a dr. bill this is the worst toy ever ","springhill fl ","Florida",34609,"Home/Apartment/Condominium","Injury - Seen by Medical Professional","Female","My Child","10",Yes,No,,,No,No,Yes,"i cant seem to find any info on how to contact the manufacturer ","",
20200722-7A763-2147370923,7/22/2020 ,8/10/2020 ,8/31/2020 ,Consumer,"Black battery powered Jeep gas pedal stuck wide open","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"BEST CHOICE PRODUCTS",,"Best choice products",,"113-7340908-7871446",,,"Amazon",,7/7/2020 ,No,"Bought my grandson a battery operated Jeep from Amazon whenever he would flip the switch it would go full speed the only way to stop it is to run it into something","Vinegrove","Kentucky",40175,"Unspecified","Incident, No Injury","Male","Unspecified","",Yes,No,,,No,Yes,,"Contacted seller they advised to ship it back to them","",
20120501-74F89-2147467976,5/1/2012 ,5/8/2012 ,5/22/2012 ,Consumer,"Little Tikes Deluxe 2-in-1 Cozy Roadster","Toys & Children","Riding Toys","Wheeled Riding Toys, Unpowered (1398)",1398,"LITTLE TIKES COMPANY","Little Tikes","`622045     Little Tikes Deluxe 2-in-1 Cozy Roaster","SKU 622069 M",,,"H12D023","Toys R Us",,4/15/2012 ,No,"Little Tikes Deluxe 2-in-1 Cozy RoadsterI bought this product for my 19 month old daughter at Toys R Us on April 15, 2012 in Temecula, CA.  We brought it home and followed directions and put it together.  The next day I had her on it and noticed she had something in her mouth.  It was the green peg that is from the green part of the seat.  I also found the screw that is suppose to hold the green peg in in the cup holder behind the seat.  I thought maybe we just did not tighten it enough. So that night my husband put it back in and screwed it as tight as it would go.The next day when I had her in it on the way to take my son to his bus.  She had the green peg in her hand and the SCREW in her mouth!!!!   She cried when it poked her in her mouth.  I emailed Little Tikes and Called Toys R Us about this product.  ToyrRUs says that to contact you all and Little Tikes since it is a dangerous toy.  Little Tike: [REDACTED] Escalated Incident SpecialistThe Little Tikes CompanyTold me we must not have put it together right since their web site has no bad reviews for the product. She told me to mail it back to them at my cost and they will decided if it is dangerous or not.  I said I think the product should be recalled and I wanted to be refunded the money I paid for it and for shipping and packaging cost.  She said that my daughter did not get hurt so it is ok.  (she was not to good on wording things)    I asked to talk to a supervisor and was told that would be [REDACTED] and she was not taking calls right now.  I asked to have her call me and I am still waiting.  This product is poorly made in many ways.  Screws coming off, handle flimsy and could come off causing a child being pushed down hill to get injured.  Please recall this product before a little one dies!","Winchester","California",92596,"Home/Apartment/Condominium","Incident, No Injury","Female","My Child","1",Yes,No,,,No,Yes,,"still have and see statement on contact"," Consumer contacted Little Tikes and child is fine.  We offered to exchange the product at our cost.  We also tried contacting the consumer again multiple times with no reponse.  This product meets or exceeds all applicable industry safety standards and we have recieved no similar calls regarding this product.  ",
20190206-F5579-2147382867,2/6/2019 ,2/14/2019 ,3/4/2019 ,Consumer,"Pink Barbie Dream Camper with refrigerator and microwave and sink in the back with doors that open up. Has a little radio up front. Grey foot pedal, grey reverse and forward handle","Toys & Children","Riding Toys","Powered Riding Toys (1330)",1330,"FISHER-PRICE BRANDS","Fisher Price","FRC29",,,,,"Walmart",,,No,"We bought our daughter a Barbie Dream camper for Christmas because she fell in love with it when she seen it at our local Walmart in [REDACTED]. We took her out to ride It on Christmas Eve after she opened it and her dad put it together for her and she went to stop but it kept going and ran her right into our car!! It broke the hood off of her powerwheel. Now it won’t go back on. Now I just can’t figure out why her toy is doing this!!!","Amherstdale","West Virginia",25607,"Home/Apartment/Condominium","Injury - First Aid Received by Non-Medical Professional","Female","My Child","3",Yes,,,,,,,"I still have product. I do not have receipt or box. ","",
