Disclaimer: CPSC does not guarantee the accuracy, completeness, or adequacy of the contents of the Publicly Available Consumer Product Safety Information Database on SaferProducts.gov, particularly with respect to information submitted by people outside of CPSC.
Report No.,Report Date,Sent to Manufacturer / Importer / Private Labeler,Publication Date,Category of Submitter,Product Description,Product Category,Product Sub Category,Product Type,Product Code,Manufacturer / Importer / Private Labeler Name,Brand,Model Name or Number,Serial Number,UPC,Date Manufactured,Manufacturer Date Code,Retailer,Retailer State,Purchase Date,Purchase Date Is Estimate,Incident Description,City,State,ZIP,Location,(Primary) Victim Severity,(Primary) Victim's Sex,My Relation To The (Primary) Victim,(Primary) Victim's Age (years),Submitter Has Product,Product Was Damaged Before Incident,Damage Description,Damage Repaired,Product Was Modified Before Incident,Have You Contacted The Manufacturer,If Not Do You Plan To,Answer Explanation,Company Comments,Associated Report Numbers
20220711-F9140-2147355078,7/11/2022 ,7/14/2022 ,7/28/2022 ,Consumer,"Elefun Flyers Butterfly Chasing Game for Kids Ages 4 and Up. Color	BlueBrand	Hasbro GamingItem Weight	1.9 PoundsItem Dimensions LxWxH	10.5 x 3.19 x 10.5 inchesAge Range (Description)	3 yearsAbout this itemELEFUN BUTTERFLY GAME: Kids will have a blast as they join Elefun elephant in this launch and catch butterfly flyin' game. The player to collect the most butterfly flying discs winsNO BATTERIES REQUIRED GAME: Load the flyers into the elephant's trunk, and step down on its tail to launch them into the air. Get ready for lots of excitement as players try to catch the flyers in their netsEASY STORAGE: Finished playing. The Elefun Flyers game features easy storage. Load the flyers into the elephant's tummy compartment, and hang the nets on the trunkEXCITING, ACTIVE GAME: Kids can enjoy the fast, frenzied fun as they get up and move about while trying to catch the flyers. The flyers that have landed also count towards the final scoreGAME FOR KIDS AGES 4 AND UP: This active indoor game for 1-3 players makes a great holiday gift of birthday gift for preschoolers, and kids ages 4 and up","Toys & Children","Toys","Toys, Not Elsewhere Classified (1381)",1381,"HASBRO INC.","Hasbro","F1695","X003AE2BC9","195166115160",1/2/2016 ,"2021","Amazon",,7/7/2022 ,No,"My 6 year old daughter's lip was deeply cut by the flying disk as it was launched from the Elefun Flyers Butterfly Chasing Game for Kids Ages 4 and Up.  My daughter used the game as instructed: place the disk in the elephants nose, and stomp the pedal that resembles an elephant's tail. This causes the disk to go flying into the air, spinning at top speed. My 17 month old son was sitting near the toy and his face, lip, or eye could have been cut open as well by the fast-spinning disk.","Hillsborough","New Jersey",08844,"Home/Apartment/Condominium","Injury - First Aid Received by Non-Medical Professional","Female","My Child","6",Yes,No,,,,Yes,,"I bought this toy brand new on Amazon, and I am going to return it for a full refund.","HASBRO INC.: Product safety is a top priority at Hasbro; thank you for your feedback and contacting Hasbro directly. Should you have any further questions please contact our trained professionals at 800 255 5516 or going to https://corporate.hasbro.com/en-us/consumer-care",
20190403-139BC-2147381838,4/3/2019 ,4/15/2019 ,4/29/2019 ,Consumer,"From advertising: “Let your child study the not-so-sweet smell of sulphur and other foul odors with Discovery #MindBlown's Super Stink Lab experiment kit, complete with supplies and accessories for five smelly experiments“It has packages of baking soda and bottles of a sulphur/garlic smelling compound. ","Toys & Children","Toys","Chemistry Sets or Science Kits (1393)",1393,"MERCHSOURCE LLC","Discovery Stem Toys",,,,,,,,,No,"There is a science toy with the Discovery Logo called Discovery Super Stink Lab. The kit is really dangerous (EMTs were called to our house), the stink permeates everything you own (which has to be thrown out if in contact), and the product needs to be taken off the market. There are tons of reviews on the internet about how terrible it is and I couldn’t agree more. My son was burned by the product and was screaming in the shower for 10 minutes from being in contact with the “toy”.  I have bags of clothes and towels that have to be thrown out and our house reeks from the stuff. Just so you know the kit was used outside and only came in the house from getting on my son.","Chesapeake","Virginia",23322,"Home/Apartment/Condominium","Injury - Seen by Medical Professional","Male","My Child","7",No,,,,,Yes,,"I tried to contact Discovery channel because it’s their logo.","",
20240114-AF064-2147342762,1/14/2024 ,1/18/2024 ,2/1/2024 ,Consumer,"18 long 10 high. Red and grey with ladder extendable. Cab lifts up and forward. Doors open. This toy is a members made item.","Toys & Children","Toys","Toy Vehicles (Excluding Riding Toys) (5021)",5021,"Walmart Stores Inc.","The only name on this truck is A-Sam","Model# 5306-A-SAM","SMG530635",,,,"Sam’s club butler Pa. ",,1/5/2024 ,No,"My Son who has autism and is 4  was playing with a newly bought toy. A fire truck that has sounds the ladder extends and the engine comes out. The toy was purchased from Sams Club. While playing with it two of the wheels came off I said ok no problem went to put them on and it would not stay on. Looking further and it looked like it was missing something in the middle of the rim. Looking on the floor I noticed my son chewing on something I looked and it was a small plastic screw thats holds the wheels on. This truck has 6 wheels 4 come of. the weels were meant to come off but nothing on the box said wheels come off.","Oil City ","Pennsylvania",16301,"Home/Apartment/Condominium","Injury - First Aid Received by Non-Medical Professional","Male","Unspecified","4",Yes,No,,,,Yes,,,"",
20180705-C804A-2147386988,7/5/2018 ,7/13/2018 ,8/3/2018 ,Consumer,"ChickFilA Story Cube Dice (children's meal toy July 2018)Black/white in color","Toys & Children","Toys","Toys, Not Elsewhere Classified (1381)",1381,"CHICK-FIL-A, INC","I don't know",,,,,,"ChickFilA",,7/5/2018 ,No,"This is in reference to the ChickFilA Story Cube dice currently being given in kid's meals. Today, while travelling on the interstate, my three-year-old started screaming and my oldest son said he had his toy stuck in his mouth. We made an emergency stop on the side of the interstate and tried to remove the story cube from his mouth. It is so large that it was rather wedged in and I made a tooth bleed pulling it out. I actually saw another child with the same dice in her mouth a few weeks ago and thought it seemed dangerous but I completely forgot to remove it from my own child's kids meal as we travelled. I am thankful that I could remove it but this is a very unsafe toy.","Winston-Salem","North Carolina",27023,"Street or Highway","Injury - No First Aid or Medical Attention Received","Male","My Child","3",Yes,No,,,No,No,Yes,"I will tell ChickFilA what happened via social media","",
20170601-88978-2147400019,6/1/2017 ,3/16/2018 ,4/9/2018 ,Consumer,"HAND FIDGETZ SPINNERS, PRINTED, LONG LASTING SPIN ACTION. SIZE AROUND 4-5 INCHES, PRINTED DESIGN IS AMERICAN FLAG. (RED, WHITE, AND BLUE.) STICKER ON PRODUCT SAYS,  WWW.KIPPBROTHERS.COM UPC CODE IS 7- 94080-22224- 6 AND THE ADDRESS ON STICKER IS  KIPP BROTHERS COPYRIGHT 2017, GREENFIELD, IN 46140, MADE IN CHINA","Toys & Children","Toys","Toys, Not Elsewhere Classified (1381)",1381,"KIPP BROTHERS (DISTRIBUTOR)","HAND FIDGETZ SPINNERS",,,"9408022224",,,"WAL-MART",,5/24/2017 ,Yes,"item is HAND FIDGETZ SPINNERS with UPC CODE 7  94080  22224  6  (www.kippbrothers.com) Kipp Brothers copyright 2017 Greenfield, IN 46140 /made in ChinaThis spinner was bought at Walmart in Orange, MA and was given as a gift to my 6 year old son who just happens to have Autism. He is very intelligent, within 1 minute of having this item in his possesion he had managed to remove the metal rings in the spinner and then began to try to put one in his mouth. I was lucky enough to see him do this and then lucky enough to stop him! My son will put items in his mouth on occasion as he is a sensory kiddo and this is what they do. I am very upset that these toys have been advertised for special needs kids as they are VERY DANGEROUS TO Special Needs Kids. I do not believe that any child under the age of 12 should have contact with these toys because they do end up in the schools and available in classrooms to children like mine who are included in normal classroom activities. Teachers are not aware of the problems that they cause and there are so many kids as of late who are being rushed into the hospital for emergency surgery because they have swallowed the parts to these spinners. PLEASE HAVE THEM REMOVED FROM STORE SHELVES! PLEASE! I can not express to you the horror I experienced watching my baby boy try to eat this toy. I moved so fast to get it away from him that I actually pulled a muscle in my back. We were very lucky that nobody was injured and that nobody needed to be called for this. I still have the item and the sticker that was on it incase anyone needs this sent in to them. (locked away of course.) ","orange","Massachusetts",01364,"Home/Apartment/Condominium","Incident, No Injury","Male","My Child","6",Yes,No,,,No,No,No,"I WILL KEEP THIS LOCKED UP FOR THE 30 DAYS.. THAT IS ALL ","",
20171227-E3A24-2147394237,12/27/2017 ,3/15/2018 ,4/13/2018 ,Consumer,"Toy has 5 floating-on-airball targets; soft foam darts; gun has revolving 6 barrel; LED lights and air-flow controls. User aims gun at targets that constantly float.","Toys & Children","Toys","Toys, Not Elsewhere Classified (1381)",1381,"Duracell, Inc","HOVER Target Game","HOVER TARGET GAME","1003284(2303565)","6-94202-27447-7",12/27/2017 ,"2017","Bed Bath & Beyond",,12/27/2017 ,No,"The item, SHARPER IMAGE HOVER TARGET GAME was purchased this morning at Bed, Bath & Beyond, taken home, and 4 C size batteries installed. Within 5 minutes the batteries began to smell and a touch by my hand on the battery cover indicated much heat coming from the compartment. To open the battery compartment required me to use a screwdriver. Meanwhile, the area got hot, really hot. I removed the cover to expose the batteries. It was impossible to remove the batteries with my hand because they were so hot. I used the screwdriver and a pair of pliers to pry out the 4 batteries and put them on an oven mitt. The batteries got so hot that the labels began to peel off so I put them in a covered pot to shield them from my grandson and carry them outside. Oh, the odor from the batteries was obnoxious. I called BB&B and talked with the store manager, [REDACTED], and explained the situation to her. She told me that she cannot remove items from the sales floor with on official order from corporate headquarters. So, I them contacted you, CPSC, and am requesting an immediate test of this product. I sincerely feel that this product could have ignited and caused a fire in my home and cause injury to myself and grandson handling the toy. The bar code is 6-94202-27447-7. Above the bar code are these numbers: 1003284 and (2303565). A peel-off label on the box contains the number:33508C7222. BB&B offered a refund; but this product has a serious flaw, at least the one I have. I'll hold on to my item until I hear from the CPSC. Thank you.","Akron","New York",14001,"Home/Apartment/Condominium","Incident, No Injury","","Unspecified","",Yes,No,,,No,No,Yes,"I will call the 800 number again. "," We’re sorry to hear your report of a Duracell C cell batteries becoming hot in the device you were using. We certainly understand your concern and want to assure you our batteries are extensively evaluated for safety and manufactured under strict quality controls. In fact, out of the hundreds of millions of batteries manufactured every year, Duracell receives few reports of this nature. We have reached out to the consumer but are unable to get the device and batteries for analysis.  Without examining both the batteries and the device, it’s difficult to know what could have caused the problem in this particular instance.  That said, our testing has shown that certain events may lead to batteries becoming hot, such as external shorting of the battery.  Another possible cause is incorrect placement of the batteries within the device. Inserting the batteries backwards can cause the batteries to form a negative discharge, again resulting in leakage, overheating or rupture. Evaluating the batteries and the device is the best way to understand the problem.  It’s important for us to be aware of any negative experiences with our products, so we thank you for reporting your concerns.Again, we regret you had this experience. We want consumers to use our products with confidence and hope this information is helpful. We value your loyalty and appreciate the opportunity to address their concerns.",
20231225-A8B98-2147343261,12/25/2023 ,1/16/2024 ,2/6/2024 ,Consumer,"MGA Miniverse Make It All You Can Eat Collectibles, DIY, Replica Food, Children’s Toy (Made in China)","Toys & Children","Toys","Pretend Electronics, Tools, Housewares & Appliances (5020)",5020,"MGA Entertainment Inc","MGA","Miniverse ",,"035051593980",,,"Amazon",,12/15/2023 ,Yes,"Product: MGA Miniverse Make It All You Can Eat Collectibles, Replica Food - Children’s Toy. Product contains small replica food figures filled with liquid UV activated resin. The UV resin leaks out when the caps are opened. The resin emits strong chemical odor; is very sticky on the skin; and is suspected of be toxic and a possible carcinogen. There are no apparent warning labels on the packaging explaining the UV resin. Additionally, the instructions included with the product do not address the chemical content of the resin, toxicity to humans, or action in the event of exposure. This product is marketed to consumers (children) ages 8 and older. The resin itself should be in a separate sealed package/container or not included at all. No injuries resulted from exposure. The only side effect encountered was sticky hands and extreme difficulty removing resin from skin.","Graham","Washington",98338,"Home/Apartment/Condominium","Incident, No Injury","","My Child","10",Yes,No,,,,No,,,"MGA Entertainment Inc: Safety of all our products is the highest priority for MGA Entertainment.  The formulation used in the UV resin on the Miniverse Make it Mini lines use materials that are non-toxic (TRA on file) and compliant with all applicable toy standards.",
20250108-3B525-2147334043,1/8/2025 ,1/14/2025 ,1/29/2025 ,Consumer,"Chocolate candy colored toys. Indistinguishable shapes without close inspection. Same size as pieces of candy such as Kraft caramels.","Toys & Children","Toys","Toys, Not Elsewhere Classified (1381)",1381,"Dollar General Corporation","Holiday Style",,,"4- 30002-07787-",,,"Dollar General Store -Garland Rd. -Dallas TX",,1/7/2025 ,No,"Dollar General Store is selling bags  (cellophane with flap label like candy bag) of small, milk chocolate/caramel ->colored < plastic toys(?)I grabbed a bag thinking it was candy and even put one in my mouth when I got home. No flavorPackaging has choking hazard warning. Yes, I am bad about not reading labels, and no, a hazard warning means nothing to a small child.",,,,"Unspecified","Incident, No Injury","","Unspecified","",Yes,No,,,,No,,,"",
20250114-5356D-2147333922,1/14/2025 ,2/4/2025 ,2/19/2025 ,Consumer,"Spark. Create. Imagine. Magnetic Color and Counting Maze. 8x7x1, multicolor circle.","Toys & Children","Toys","Toys, Not Elsewhere Classified (1381)",1381,"Walmart Stores Inc.","Spark. Create. Imagine.","WM08823VH ",,,,,"Walmart ",,7/20/2024 ,Yes,"We gave our twins a Spark. Create. Imagine. Counting and Color Maze for Christmas. They were almost 20 months old, the toy is listed for 18+ months. The yellow magnetic stick came untied from the string and my son was chewing on it. Thankfully he didn't swallow it!","Monroe","Virginia",24574,"Home/Apartment/Condominium","No Incident, No Injury","Male","My Child","1",,,,,,,,,"",
20211001-A9348-2147359331,10/1/2021 ,10/6/2021 ,10/21/2021 ,Consumer,"Star Wars Darth Vader lightsaber manufactured for Rubies II, LLC www.rubies.com","Toys & Children","Toys","Other Toy Weapons (Nonprojectile) (1389)",1389,"RUBIES COSTUME CO., INC.","Star Wars darth vader light saber ",,,"082686005708",4/1/2021 ,,"Target",,10/1/2021 ,No,"My son and I bought a lightsaber toy from target. I put brand new batteries in. He played with it for about 10 minutes and the battery cover melted off and my son burned his thumb.","Hellertown","Pennsylvania",18055,"Home/Apartment/Condominium","Injury - No First Aid or Medical Attention Received","Male","My Child","6",Yes,No,,,,Yes,,,"",
20230714-2B124-2147346407,7/14/2023 ,8/2/2023 ,8/23/2023 ,Consumer,"TIZIKCON Reusable Water Balloons... https://www.amazon.com/dp/B0B62CXDZ9?ref=ppx_pop_mob_ap_share","Toys & Children","Toys","Water Toys (1365)",1365,"Shenzhen Yiyuanbo Technology Co., Ltd.","TIZIKCON","TIZIKCON Reusable Water Balloons",,,,,"Amazon",,7/10/2023 ,No,"I purchased reusable water balloons from Amazon, and found out that they include very small magnets that would be dangerous to children. The toy is marketed to kids three years old and older, but it could be hazardous to kids that age.","Boulder","Colorado",80305,"Home/Apartment/Condominium","No Incident, No Injury","Unknown","My Child","3",,,,,,,,,"",
20230927-FB1E2-2147344996,9/27/2023 ,10/3/2023 ,10/18/2023 ,Consumer,"Tiny magnetic balls, often sold as office fidget toys.","Toys & Children","Toys","Building Sets (1345)",1345,"Supic Company Limited","Gepodge.com, on [REDACTED] as Gepodge-3",,,,,,,,,No,"It is my understanding that small magnetic ball toys have been banned in the US.  On 9/27/23  I saw an ad on [REDACTED] for magnetic ball kits being sold by gepodge.com. Their [REDACTED] page is Gepodge-3.","Fairfax","Virginia",22032,"Other","No Incident, No Injury","Unknown","Unspecified","",,,,,,,,,"",
20250315-DD8B0-2147332547,3/15/2025 ,3/25/2025 ,4/8/2025 ,Consumer,"Pink and white, or blue and white capsules. These separate into 2 pieces. Size of whole capsule is 5.5 x 2.5 x 2.5 cm. Advertised on Amazon as Doctor Toy Accessories for Childen. Cartoon Medicine Toy or Fake large pills for kids, toddlers","Toys & Children","Toys","Pretend Electronics, Tools, Housewares & Appliances (5020)",5020,"Dongguan Anxiguang Electronic Commerce Co., Ltd.","Various Amazon Sellers","None","None","None",,,"Amazon",,,No,"Pretend medication pills being sold on Amazon, marketed to children as a toy - appears to be choking hazard. I reported 2 different sellers to Amazon but the listings are still up.Listings:https://a.co/d/eV1EXP7[REDACTED] ","Southington","Connecticut",06489,"Other","No Incident, No Injury","","Unspecified","",,,,,,,,,"",
20230331-C5C74-2147348352,3/31/2023 ,8/2/2023 ,8/16/2023 ,Consumer,"World Tech Toys Spider Man Flying Character UFO Helicopter 8/10/20 shantou.china WT081020https://worldtechtoys.com/products/332451877-498-8697","Toys & Children","Toys","Toy Vehicles (Excluding Riding Toys) (5021)",5021,"WORLD TECH TOYS, INC / WORLD TRADING 23, INC","World Tech Toys","33245",,"8 13023 01245 1",8/10/2020 ,"WT081020",,,,No,"We purchased a World Tech Toy Marvel Spiderman Flying Character UFO Helicopter (Label ID 8/10/20 shantu.china WT081020 www.worldtechtoys.com 1877-498-8697). It says you can control it with your hand and includes a power remote. It is a beyond unsafe design. It does not stop if it runs into something including a person and the power remote that appears to be the way have a fail safe off does not work. When it is turned on, after 3 seconds the blades start and it in effect can fly out of control and the only way to stop per the instructions seems to be to carefully catch the bottom of the toy (when it does seem to have some motion sensor for hand movements to actually run away from trying to catch it. It also has no blade guards and the blades are spinning at high speeds. As an adult, I felt unsafe just once i turned it on for my son (who is  age 6 that is the recommended 6+). We have had to take the toy away from my son due to the absolute failure of any safety measure and the risk of bodily harm (uncontrollable flying object that cannot be turned off except to catch it in a very particular matter with no blade guards)","Houston","Texas",77055-3445,"Home/Apartment/Condominium","No Incident, No Injury","Male","My Child","6",Yes,No,,,,No,,,"",
20180809-F9A62-2147386294,8/9/2018 ,8/28/2018 ,9/12/2018 ,Child Service Provider,"Disney Junior's Mickey Mouse and the Roadster Racers Racing Plush","Toys & Children","Toys","Dolls, Plush Toys, and Action Figures (1394)",1394,"Just Play, LLC","Disney Junior's Mickey Mouse and the Roadster Racers Racing ","•Model no. 11145",,,,,,,,No,"I purchased Disney Junior's Mickey Mouse and the Roadster Racers racing plush toy for my inhome daycare.  The kids played with it all morning.  In the early afternoon I could smell something electrical, hot electrical.  I looked for the source and after a few minutes one of the children brought me Mickey and told me that his leg was hot.  It was very hot and the source of the smell.  I discovered the batteries on one foot bulging and scorched.  I cut open his leg where it was hot and found the wiring completely melted and scorched.  The stuffing had begun to melt around it and was still hot enough to burn my finger.  I contacted both Shop Disney and Mattel with no response.","Coal Valley","Illinois",61240,"Home/Apartment/Condominium","Injury - Level of care not known","","Unspecified","",Yes,No,,,No,Yes,,"Mattel and Shop Disney both send automated emails but no followup."," Just Play, LLC takes product safety issues very seriously. All of our products are manufactured and tested to comply with all applicable safety regulations and we thoroughly investigate any report made to us or the CPSC. We have been in contact with the submitter of this complaint, and have requested more information about this incident. In addition, we have sent them a replacement product and a pre-paid UPS envelope so that they can return the product to us. We have also checked our database and confirmed that we have not had any reports of similar incidents with this product.If they return the product to us, our safety engineers will inspect it to determine the cause of the incident and if any further action is warranted.",
20221226-AF793-2147351855,12/26/2022 ,12/30/2022 ,1/17/2023 ,Consumer,"Melissa & Doug Let’s Explore Ranger Dog Play Set, light yellow plush dog, black safety eyes, brown safety nose, light blue safety vest with first aid accessories, green plastic boots and walkie talkie,  blue collar with red heart tag decorated in white outline and white star symbol.","Toys & Children","Toys","Pretend Electronics, Tools, Housewares & Appliances (5020)",5020,"Melissa & Doug, LLC","Melissa & Doug",,"30838","000772308380",8/1/2022 ,,,,,No,"My 4 year old daughter received a Melissa and Doug Let’s Explore Ranger Dog Play Set for Christmas and I would like to report the included walkie talkie as a choking hazard. I unscrewed the battery compartment with a small phillips head screwdriver,  installed 2 double A batteries in the compartment, reinserted the plastic tab on the compartment enclosure and screwed it closed. Unbeknownst to me, the enclosure fell off shortly after and my husband repeated this process. Then, this morning, my 4 year old brought me the walkie talkie again asking me to reaffix the battery enclosure. At no point did we remove or strip the included screw. After realizing that we had both tried and failed to affix the enclosure in a way that it would remain secure, we both tried to screw it together again. All of our attempts failed. The battery compartment will not stay secure and I am extremely grateful that my daughter came to us instead of putting the tiny screw or batteries in her mouth.","Fort Worth","Texas",76179,"Home/Apartment/Condominium","Incident, No Injury","Female","My Child","4",,,,,,,,,"Melissa & Doug, LLC: We at Melissa & Doug take safety, consumer comments, and concerns very seriously. Our toll-free phone number is listed on every product, so it is easy for consumers to reach us.The Rescue Dog has been tested by independent laboratories and passes ASTM F963, CCPSA, EN71, and ISO 8124 – toy standards referred to or mandated by most countries throughout the world. It has consistently passed all testing by CPSC certified laboratories. The product is appropriately labeled for children over 36 months old, both on its packaging and permanently labeled on the toy. Over 76,000 units of this style have been sold since its inception. We checked our records and not had an incident like this reported on this product. Despite this outstanding record, we strive to address any concerns reported to us. In this case we immediately took additional steps to re-verify our process reviews, tests, and inspections beyond the in-place controls, and we continue to follow our sound testing program for product compliance. We have tried to contact the consumer and hope to make arrangements to send a suitable toy for the child.",
20250403-3DA8F-2147332126,4/3/2025 ,4/22/2025 ,5/6/2025 ,Consumer,"Twefex Montessori play kit, specifically the magic tissue box","Toys & Children","Toys","Blocks, Stacking Toys or Pull Toys (1326)",1326,"TOYICOME LLC","Twefex","B0CGF2H51G",,,,,"Amazon ",,1/9/2025 ,No,"My 8 month old was playing with the Twefex Montessori play kit, specifically the magic tissue box, when the squeaker toy came out. Thankfully I was there and she didnt not choke. The squeaker was barely sown in, only a simple thread was holding it together.","Truckee","California",96161,"Home/Apartment/Condominium","Incident, No Injury","Female","My Child","-1",,,,,,,,,"",
20240301-C794D-2147340666,3/1/2024 ,3/15/2024 ,3/29/2024 ,Consumer,"Product is called the breathing otter. Light bear soft toy. About 9 tall and 4 wide.","Toys & Children","Toys","Dolls, Plush Toys, and Action Figures (1394)",1394,"EcomPro GmbH","Teddolino ","Breathing Otter","Na","02",,"02-23","Teddolino [REDACTED]",,2/10/2024 ,No,"I purchased a bear toy that is supposed to get warm and have a heart beat sound for my grandson. It came with a broken battery case, exposed wires and no on off switch. I put batteries in it anyway and it almost caught on fire.c","San Francisco","California",94122,"Home/Apartment/Condominium","No Incident, No Injury","","Self","69",Yes,Yes,,,,Yes,,"Back of battery container came separately missing on/off switch","",
20240726-710DC-2147337715,7/26/2024 ,7/31/2024 ,8/14/2024 ,Consumer,"STAR WARS Lightsaber Forge Darth Maul Double-Bladed Electronic Red Lightsaber Toy, Customizable Roleplay Toy for Kids Ages 4 and Up","Toys & Children","Toys","Other Toy Weapons (Nonprojectile) (1389)",1389,"HASBRO INC.","Star Wars","F1141 LS FORGE ELECTRONIC MASTERWORKS SET","B08P2ZVB4P",,,,,,,No,"My 7 year old was playing with his star wars lightsabor toy. He stuck his finger in the end of the light sabor where it connects to the part that makes noise and his finger got stuck. Urgent care could not remove it so we were sent to the emergency room. It took 4 hours and 6 doctors to remove it from his finger. The plastic was so thick the electric cutter would barley cut through it. They had to use different plyers and really the strength of the male nurse to eventually pull it off.","Pingree Grove","Illinois",60140,"Home/Apartment/Condominium","Injury - Emergency Department Treatment Received","Male","My Child","7",,,,,,,,,"HASBRO INC.: Product safety is a top priority at Hasbro. The referenced Hasbro product meets or exceeds all applicable toy standards, but we are saddened to hear about this child’s experience and hope he is doing well. We reached out to the consumer directly to get additional information. As always, we encourage consumers to contact us with any questions or concerns by calling 800.255.5516 or going to https://hasbro-new.custhelp.com.",
20230922-47976-2147345068,9/22/2023 ,9/26/2023 ,10/11/2023 ,Consumer,"https://dadbodsummer.us/products/dadbod-summer-water-gunsThe product was a Dadbod Summer Dad Cannon in pink. It was never disclosed that the product was shipping from China direct, with chinese labeling, and no US listings on the box. The Fire department disposed of the item so I do not physically have it anymore.","Toys & Children","Toys","Water Toys (1365)",1365,"DadBod Summer","Dadbod Summer","Dad Cannon","NONE","NONE",,"NONE","https://dadbodsummer.us/",,6/4/2023 ,No,"I was using a powered water gun from a company called Dadbod Summer. We were using it normally and the product was just over a month old. When pulling the trigger to power the squirt gun, the trigger malfunctioned and the electronics caught on fire. It got hot and started smoking. THe plastic started melting causing a fire alarm to go off, and luckily we work at a Concert venue where there was emergency workers to assist. They disposed of the toy. I reached out to the comapny, and they stated their boiler plate response of its passed the 7 day report window and 30 day money back period, and never acknowledged the safety concern for a childs toy! I was using the product, and again under normal and expected operating proceedures.","Bothell","Washington",98011,"Other Public Property/Office","Incident, No Injury","Male","Self","33",,,,,,,,,"",
20210412-72A0C-2147364826,4/12/2021 ,4/15/2021 ,4/29/2021 ,Consumer,"Disney Mickey Mouse Mickey’s Fire Engine ","Toys & Children","Toys","Toy Vehicles (Excluding Riding Toys) (5021)",5021,"Just Play, LLC","Disney ","38551","B07V8N7DP5","60141000",1/1/2020 ,,"Target",,4/1/2021 ,No,"Mickey Mouse fire truck toy. The battery holder that screws on, doesn’t stay on. The screw and batteries fall out constantly and don’t stay screwed in. I found my 3 year old son chewing on a battery. No injuries to report. ","Commerce Township","Michigan",48382,"Home/Apartment/Condominium","No Incident, No Injury","Male","My Child","2",,,,,,,,," Just Play, LLC takes product safety issues very seriously and we thoroughly investigate any report made to us or the CPSC. All of our products, including the Micky Mouse fire truck are manufactured and tested to comply with all applicable safety regulations.We have been in contact with the submitter of this complaint, and have sent them a replacement product and a pre-paid UPS envelope so that they can return the product to us. We have also checked our database and confirmed that we have not had any reports of similar incidents with this product.If the consumer returns the product to us, our safety engineers will inspect it to determine the cause of the incident and if any further action is warranted.",
20231227-F5116-2147343208,12/27/2023 ,1/5/2024 ,1/30/2024 ,Consumer,"Plastic parts with multiple strong magnets that connect together. No date code. No mfg date, no sku","Toys & Children","Toys","Building Sets (1345)",1345,"LALTITUDE LLC","Picasso Tile","PTM101",,"8.  1733802300.",6/1/2023 ,"7059",,,,No,"3+ toy released hazardous strong magnet. At least one piece in this 101 piece set was not sealed and strong magnets fell out. Found 7 of the 8 magnets thank goodness. Children 4-10 were playing normally.","Sebastian ","Florida",32958,"Home/Apartment/Condominium","Incident, No Injury","","Other Relative","4",Yes,No,,,,Yes,,"Came this way. Must have been mfg production error. ","",
20241221-9288D-2147334462,12/21/2024 ,12/27/2024 ,1/16/2025 ,Consumer,"Target Brand Gigglescape Magnetic Drawing Board	Magnetic drawing board	Includes 5 stamps and 1 tethered magnetic pen	Sliding caterpillar-shape eraser	Top handle to take on the go	Recommended for ages 2+","Toys & Children","Toys","Toys, Not Elsewhere Classified (1381)",1381,"Target","Gigglescape","Magnetic Drawing Board F393898","204-06-5537",,4/24/2024 ,"04/24/NBCN-04/2024","Target",,9/21/2024 ,No,"Consumers magnetic drawing boards magnet in stamps are not secured properly and come out, creating a choking hazard. The retailer indicated on the website that this toy is for ages 2+. Their 2 YOF daughter was playing with it and the star magnet came out. Glue is holding it.","Bucyrus","Kansas",66013,"Home/Apartment/Condominium","No Incident, No Injury","Female","My Child","2",Yes,No,,,,No,,,"Target: Target is committed to providing high quality and safe products to our guests. We take all product safety concerns very seriously. Please contact Target at 1-800-440-0680.",
20210208-C79B6-2147366003,2/8/2021 ,3/1/2021 ,3/15/2021 ,Consumer,"Spark Create Animal Keyboard, blue puppy.Walmart Inc Model number 460UPC 191162004606","Toys & Children","Toys","Toy Musical Instruments (1344)",1344,"Walmart Stores Inc.","Spark Create","Walmart Inc Model number 460","On box, WM460MAR20-A","191162004606",3/1/2020 ,"0","Wal-Mart ",,12/1/2020 ,No,"My 2 group old son received the Spark Create Animal Keyboard as a late Christmas gift and the batteries were already dead while still in its packaging.  We placed brand new batteries in it as soon as we opened it at dinner.  When he went to get it the next morning to play with we noticed the battery compartment was hot and melted.  It had burnt up all the batteries and melted the plastic in the compartment in just a few hours.  It was hot to the touch.  We immediately took it away and removed the batteries.","Gallatin","Tennessee",37066,"Home/Apartment/Condominium","No Incident, No Injury","Male","My Child","2",No,No,,,,Yes,,," Please call 1800-925-6278 and provide the details of the incident so that we can further review this",
