Disclaimer: CPSC does not guarantee the accuracy, completeness, or adequacy of the contents of the Publicly Available Consumer Product Safety Information Database on SaferProducts.gov, particularly with respect to information submitted by people outside of CPSC.,
Banned Snoopy Bank Recalled by Ideal Toy Corporation,9/12/1977,"Banned Snoopy Bank Recalled by Ideal Toy Corporation NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE September 12, 1977 Release # 77-099 CPSC Announces Recall Of Banned Snoopy Bank WASHINGTON, D.C. (Sept. 12) -- The U.S. Consumer Product Safety Commission (CPSC) in cooperation with Ideal Toy Corporation, Hollis, New York, today announced the recall of 60,000 banned Snoopy toy banks. The paint used on these products has a lead content which exceeds the Commission permissible level of 0.5%. Effective February 28, 1978, the maximum permissible level for paint used on toys manufactured after that date will be reduced to 0.06%. The agency's lead-in-paint regulation is intended to reduce the risk of lead poisoning in children who may ingest paint chips or peelings. No injuries or illnesses associated with these toys have been reported to the Commission. A routine check by Ideal revealed the excessive lead content in the paint. The multicolored banks are approximately six inches high and represent the Snoopy character in the following costumes or poses: Snoopy Joe Cool Bank Snoopy Santa Bank Snoopy in Tuxedo Bank Snoopy Dog House Bank Model #5272-0; Model #5270-4; Model #5273-8; Model #5271-2. Persons who have these banks should return them to the place of purchase for a full refund. For further information, consumers can call Ideal collect at (212) 454-5000.",77099,https://www.cpsc.gov/Recalls/1977/CPSC-Announces-Recall-Of-Banned-Snoopy-Bank
Stuffed Animal Toys Recalled by Enesco,3/6/1984,"Stuffed Animal Toys Recalled by Enesco NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE March 6, 1984 Release # 84-015 Children's Stuffed Animal Toys On Wheels Recalled Because Of Small Parts Washington, D.C.-- In cooperation with the U. S. Consumer Product Safety Commission, Enesco Imports Corp., Elk Grove Village, Illinois, today announced a voluntary recall of approximately 12,600 Country Calico Farm Animal Assortments, Item #E-9768. These stuffed animals on wheels are being recalled because the CPSC has determined that the eyes, wheels and other small parts may come off the toy if pulled on, and these small parts may present a choking, aspiration or swallowing hazard to small children. The toy assortments have been sold nationwide since January l983, for $4.00. Neither the CPSC nor the company is aware of any reports of injuries involving these toys. The Farm Animal Assortments includes 6 stuffed animal figures of calico fabric: a duck, a pig, a rooster, a rabbit, a swan, and a horse. Each individual figure is attached to a wooden cart and is approximately 4 3/4 inches high and 4 inches long. Each wooden cart has a metal ring screwed into the front of the cart that can be used to hang the figures if they are to be used as ornaments. The individual figures are labeled on the bottom of the cart ENESCO DESIGNED GIFTWARE. The 6 figures are packed in a box labeled ENESCO DESIGNED GIFTWARE ITEM NO. E-9768*** 6 ASST COUNTRY CALICO FARM ANIMALS***MADE IN TAIWAN. Consumers should remove these toys from use immediately and return them to the retailer where purchased for a refund. Information concerning this recall is also available to consumers on CPSC's toll-free Hotline at 800-638-CPSC. A teletypewriter number for the hearing impaired is (301) 595-7054.",84015,https://www.cpsc.gov/Recalls/1984/Childrens-Stuffed-Animal-Toys-On-Wheels-Recalled-Because-Of-Small-Parts
Voltron Lion Toys Recalled by Matchbox,11/12/1986,"Voltron Lion Toys Recalled by Matchbox NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE November 12, 1986 Release # 86-070 Certain Voltron Lion Toys To Be Recalled And Exchanged Because Of A Potential Lead Paint Hazard WASHINGTON, DC --The Consumer Product Safety Commission today issued a warning about a potential lead paint hazard to consumers who purchased certain Deluxe Voltron Lion robot toys and Miniature Voltron Lion robot toys distributed by Matchbox Toys (USA), Ltd. of Moonachie, Jersey and manufactured in Taiwan for Bandai Co., Ltd. Certain paints on the metal parts on both sizes of Voltron Lions contain levels of lead which are higher than that which is allowed by law. These toys are, therefore, banned. Approximately 203,000 complete sets and 424,000 pieces of Deluxe Voltron Lions and 866,000 Miniature Voltron Lions made in Taiwan were sold to consumers nationwide since July, 1985. Those manufactured in Japan do not contain excessive levels of lead. The Deluxe Voltron Lions set sold for approximately $60.00 to $90.00. The Miniature Voltron Lion sold for approximately $12.00 to $15.00. A Deluxe Voltron Lion set consists of five separate lions in five different colors which can be connected to one another to form the complete robot figure which is about 11 inches tall. A black lion forms the head and torso. Green and red lions form the arms. Yellow and blue lions form the legs. A consumer can purchase a complete set of all five lions or the separate pieces. All five pieces of the Deluxe version bear Paint on the metal parts which contain excess levels of lead. The Miniature Voltron Lions which are about 6 inches tall resemble the Deluxe version, but the body parts are not designed to separate. Miniature Lions Deluxe Lion Silver stick-on labels say: Silver stick-on labels asy: C BANDAI 1981 SD or CJ MADE IN TAIWAM or BANDAI MADE IN TAIWAN and Embossed on yellow piece on back of torso: MADE IN TAIWAN GOLION D C Y&K, TOEI MADE IN TAIWAN and Emossed on underside of jaw of lions forming arms and legs and under tail of lion forming torso: C BANDAI 1981 TAIWAN Although the Consumer Product Safety Commission has not received any reports of lead poisoning associated with these toys, consumers are advised to remove the toys from use immediately and to call a toll free number to obtain a new replacement Voltron. A risk of lead poisoning occurs when lead enters the blood stream. These toys present no health risk to children unless the paint is swallowed. Some Voltron Lions are NOT being recalled and exchanged. These include: Miniature and Deluxe Valtron Lions MADE IN JAPAN Voltron Lions made entirely of plastic All other Voltron products, including Voltron Warriors, Voltron Gladiators and Voltron Vehicles. Under laws administered by CPSC, an estimated 325 million potentially hazardous products have been called back from the makeplace and consumer since 1973 (when CPSC was created). Most if these were voluntarily recalled by manufacturers who established programs to repair or replace the products, or to refund the purchase price. Certain Voltron Lion Toys to be Recalled and Exchanged Because of Potential Lead Poisoning Dangers To identify the Voltron Lions being recalled and to obtain a free replacement, telephone Matchbox toll-free: 1-800-445-8697. New Jersey call 1-800-445-0012. Consumers may also obtain information about the recalled toys by calling the CPSC toll-free hotline: 300-633-CPSC. The teletypewriter number for the hearing impaired is (301) 595-7054.",86070,https://www.cpsc.gov/Recalls/1987/Certain-Voltron-Lion-Toys-To-Be-Recalled-And-Exchanged-Because-Of-A-Potential-Lead-Paint-Hazard-
"CPSC, Neurosmith Announce Recall of Children's Plush Toys",10/29/2003,"Pet Me Platypus is a musical plush toy with a green head, yellow beak and legs, and blue body. The toy features four geometric shape buttons: a red heart, yellow star, orange circle, and green square. The recalled units have Model #42080 engraved on the battery box cover and batch numbers FV21, FV23, FV24, FV25, FV26, FV27, FV28, FV29, or FV30 printed vertically on the right side of the cover.",4018,https://www.cpsc.gov/Recalls/2004/CPSC-Neurosmith-Announce-Recall-of-Childrens-Plush-Toys-
Stuffed Animal Recalled by Toy-O-Rama,4/11/1996,"Stuffed Animal Recalled by Toy-O-Rama NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 Note: Phone number change. FOR IMMEDIATE RELEASE CONTACT: Media Relations Originally issued April 11, 1996; Revised July 9, 2001 (301) 504-7908 Release # 96-099 CPSC and Toy-O-Rama Announce Stuffed Animal Recall WASHINGTON, D.C. - In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Toy-O-Rama of Rolling Hills Estates, Calif., is voluntarily recalling about 33,000 stuffed dogs, mice, bears, and rabbits with plastic eyes that come apart from the animals. Young children can choke or inhale into their lungs small parts such as the small plastic eyes. CPSC and Toy-O-Rama are not aware of any injuries involving these toys. This recall is being conducted to prevent the possibility of injury. The stuffed velour animals measure approximately eight inches long. The dark pink dog with a white face and a pink heart applique is holding a red satin heart that reads, Love You. The red mouse with a white head, red ears, and a white heart applique is holding a red satin heart that reads, Be Mine. The white bear with black arms and a red velour heart applique is holding a red satin heart that reads, Honey Bunch. Each animal has a hang tag that reads, 704-7582. The dog, mouse, and bear were sold together from a counter top display labeled in part, Velour Cuddle Pets ... Item #73025. The rabbit, available in yellow, pink, or blue, has contrasting color velour accents. The rabbit was sold individually from a counter top display labeled in part, Velour Bunny ... Item #76128. All the stuffed animals have black and white sewn-in tags that read in part, TOY-O-RAMA, Made in China. Chain drug stores, craft stores, and grocery stores, including Genovese Drug Stores, H.E.B. Grocery, and Omni Superstores, sold the stuffed animals between October 1995 and February 1996 for about $4. Consumers should take the stuffed animals away from children under three years old immediately and return the toys to the store where purchased for a full refund. For more information, consumers should call Marti Ray of Children's Marketing Partners collect at 310-474-7607. Children's Marketing Partners can also be contacted on the Internet at cmkt@aol.com.",96099,https://www.cpsc.gov/Recalls/1996/CPSC-and-Toy-O-Rama-Announce-Stuffed-Animal-Recall-
Lead Poisoning Hazard Prompts Recall of Fun Express Children's Toys Given Away at Libraries,8/17/2006,"The recalled toy is made of bendable plastic and is in the shape of a brown dog with black ears, paws and feet, a Dalmatian dog with pink paws, a white dog with orange spots, a brown dog with pink paws, a white cat with orange stripes, a brown cat with pink paws, a black cat with pink ears and a white cat with brown spots. The toys are about 3.75 inches tall. The toy's packaging is labeled as item 39/1461-K and 39/1461-KM.",6236,https://www.cpsc.gov/Recalls/2006/Lead-Poisoning-Hazard-Prompts-Recall-of-Fun-Express-Childrens-Toys-Given-Away-at-Libraries
Pull Toys Recalled by Manhattan Group LLC Due to Choking and Aspiration Hazards,2/10/2010,"This recall involves three types of pull-toys: Pull-A-Long Friends Toucan™ with lot code 210720GB, Pull-A-Long Friends Alligator™ with lot code 210750GB, and Pull-A-Long Friends Sharky™ with lot code 210530GB. The Toucan has a large yellow and black beak and blue striped wings. The alligator is green and has a red ridge on its back and red wheels with yellow polka dots. The shark has blue swirls painted on its wheels and an orange wooden fish on the pull string. The lot code is printed on the bottom of the toy.",10138,https://www.cpsc.gov/Recalls/2010/Pull-Toys-Recalled-by-Manhattan-Group-LLC-Due-to-Choking-and-Aspiration-Hazards
Xtreme Toy Zone Recalls Toy Dinosaurs Due to Violation of Lead Paint Standard,12/17/2008,"The recalled Dinosaur Epoch Toy Dinosaurs are battery-operated dinosaurs that move and make sounds. The recall includes the orange-colored Dinosaur Brachiosaurus (model #1033) and the green, yellow and orange-colored Dinosaur Carnotaurus (model #1030). The model number can be located on the toy's battery cover.",9068,https://www.cpsc.gov/Recalls/2009/Xtreme-Toy-Zone-Recalls-Toy-Dinosaurs-Due-to-Violation-of-Lead-Paint-Standard
Pull Toys Recalled by Manhattan Group LLC,2/8/2000,"Manhattan Group LLC, of Minneapolis, Minn., is recalling about 3,400 pull toys.",00063a,https://www.cpsc.gov/Recalls/2000/Pull-Toys-Recalled-by-Manhattan-Group-LLC
Bee International Recalls Ma And Baby Bunny Due To Choking Hazard,3/28/1991,"March 28, 1991 Release # 91-052 Bee International Recalls Ma And Baby Bunny Due To Choking Hazard WASHINGTON, DC -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Bee International, City of Commerce, CA is voluntarily recalling approximately 5,000 Ma and Baby Bunny toys because the plastic eyes may separate from the Baby Bunny creating small parts that pose a potential choking hazard for young children. Ma and Baby Bunny are plush rabbit-shaped toys. The Ma Bunny stands approximately 12-1/2 inches tall and is either bright pink and white or yellow and white in color. The Baby Bunny is approximately six inches tall and is held in the arms of Ma Bunny. The toy was purchased as part of an Easter basket, model number BK101. The Easter baskets also included a variety of candy and novelty items and were sold nationwide by retail gift and specialty stores during the 1988 and 1989 Easter seasons. The Ma and Baby Bunny toy was not included with Easter baskets sold during the 1990 Easter season and will not be included in Easter baskets sold during the 1991 Easter season. A label located at the bottom of Ma Bunny reads in part, Bee International, Commerce, CA 90040, Made in China. Neither the CPSC nor Bee International is aware of any injuries involving this product. This voluntary recall is being conducted to prevent the possibility of injury. Consumers who purchased the Easter baskets, model number BK101, may keep Ma Bunny, however, consumers are urged to take Baby Bunny away from young children immediately and return the toy directly to Bee International, 6817 Acco Street, Commerce, CA 90040, Attention: Greg Hall, for a $1.00 refund of the price Baby Bunny would have sold for if purchased separately from Ma Bunny plus shipping costs. For more information about this recall, consumers may call Bee International at 1-213-728-0717. The potentially hazardous toys were discovered during a CPSC inspection of the firm. The CPSC's mission is to protect the public from unreasonable risks of injury and death associated with consumer products. The CPSC is the Federal agency responsible for consumer product safety. Some 15,000 kinds of consumer products fall within the Commission's jurisdiction and each year these products are involved in an estimated 30 million injuries and 22,000 deaths",91052,https://www.cpsc.gov/Recalls/1991/Bee-International-Recalls-Ma-And-Baby-Bunny-Due-To-Choking-Hazard
Teddy Bear Recalled by Dan-Dee International,5/6/1996,"Teddy Bear Recalled by Dan-Dee International NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE CONTACT: Media Relations May 6, 1996 (301) 504-7908 Release # 96-118 CPSC, Dan-Dee International Announce Teddy Bear Recall WASHINGTON, D.C. -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Dan-Dee International Inc. of North Largo, Fla., is voluntarily recalling approximately 11,600 Teddy Precious Indian Girl stuffed bears. The bear's American Indian-style clothing includes a headband and waist sash decorated with beads that can detach from the sash. Young children can choke on the beads or inhale them into their lungs which could lead to death. CPSC is not aware of any injuries involving this toy. This recall is being conducted to prevent the possibility of injury. CPSC identified this problem during routine surveillance. The light brown bears, measuring approximately 18 inches in length, each wear a brown vinyl dress trimmed with Native American embroidery and a headband patterned with matching embroidery. A pink label sewn to each bear's foot reads in part, Teddy Precious . The blue and white tag sewn into the animal's lower back reads in part, DAN-DEE INTERNATIONAL LIMITED, JERSEY CITY, N.J. 07305 ... MADE IN CHINA. Some bears' tags also include SKU # 089318. Kay Bee Toy & Hobby Shops retail stores sold the bears nationwide from March 1995 through March 1996 for approximately $13. Consumers should take the bear away from young children immediately and return the toy to any Kay Bee Toy & Hobby Shop for a full refund or a replacement toy. For more information, consumers should call Dan-Dee International Inc. toll free at (800) 477-8697.",96118,https://www.cpsc.gov/Recalls/1996/CPSC-Dan-Dee-International-Announce-Teddy-Bear-Recall
Artsana Of America Inc. Recalls Decoy Duck Pull Toys,7/3/1990,"CONTACT: July 3, 1990 (301) 504-7908 Release # 90-119 Artsana Of America Inc. Recalls Decoy Duck Pull Toys WASHINGTON, DC -- Artsana of America Inc. of New York, NY is voluntarily recalling approximately 54,062 Decoy Duck Pull Toys because of small parts and sharp points that could pose a fatal choking hazard to young children. This recall is being conducted in cooperation with the U.S. Consumer Product Safety Commission (CPSC). When CPSC tested the ducks in accordance with regulations under the Federal Hazardous Substances Act, the screw holding the wing in place separated constituting a small part and a sharp point. The 10-inch Decoy Duck with pull cord is made of hard plastic, yellow and orange in color. It has four wheels, and movable feet, wings, eyes and beak. When pulled along the toy makes a sound that is similar to a real duck's voice. Just above the duck's right wing is the name CHICCO printed in blue. The box was labeled in part: No. 63002.0 Decoy Duck Made in ITALY. The Decoy Ducks were sold nationwide since 1987 for $10.99 each. Neither the CPSC nor the company is aware of any injuries involving this product. This voluntary recall is being conducted to prevent the possibility of injury. Consumers are urged to take these toys away from young children immediately and return them to the store where purchased for a refund of the purchase price. Consumers with additional questions about this recall may contact Artsana of America at 1-800-336-8697",90119,https://www.cpsc.gov/Recalls/1990/Artsana-Of-America-Inc-Recalls-Decoy-Duck-Pull-Toys
Musical Rocking Horse Recalled,2/11/1991,"February 11, 1991 Release # 91-038 Musical Rocking Horse Recalled WASHINGTON, DC -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), LTD Commodities, Inc., Bannockburn, IL has initiated a voluntary recall of approximately 4,000 Musical Rocking Horse toys, items RHM-BLU and RHM-PNK, because of small parts that could pose a fatal choking hazard to young children. The eyes detached when the CPSC tested the rocking horses in accordance with regulations under the Federal Hazardous Substances Act. The potentially hazardous toys were identifed at the Port of Chicago during a joint CPSC/U.S. Customs Service surveillance program. The Musical Rocking Horse is a stuffed toy that stands 7-1/2 inches tall and is eight inches long. The body of the rocking horse is either blue or pink cloth with white polka dots; it has two black beads for eyes and the cloth mane, tail and bridle are either blue or pink designed to contrast with the body of the rocking horse. The pink or blue plaid cloth saddle and rockers are also designed to contrast with the body of the rocking horse. Inside of the rocking horse is a music box which plays Its A Small World upon activation of the wind-up key located below the saddle. The label located underneath the rockers reads in part: All New Materials, Filled with Polyester Fiber, Made in China. The plastic bag in which the toy is packaged is labeled with the item designation, RHM-BLU or RHM-PNK. The toys, imported by LTD Commodities, Inc., were shipped nationwide from September 2, 1990 to September 27, 1990 for $6.95 each through mail order by LTD Commodities, Inc. Neither the CPSC nor the company is aware of any injuries involving this product. This voluntary recall is being conducted to prevent the possibility of injury. Consumers are urged to take the toy away from young children immediately and return it to LTD Commodities, Inc., 2800 Lakeside Drive, Bannockburn, IL 60015 for a refund of the purchase price. Consumers with questions about this recall may contact LTD Commodities, Inc. at (708) 295-6058 or write the firm at 2800 Lakeside Drive, Bannockburn, IL 60015. The CPSC's mission is to protect the public from unreasonable risks of injury and death associated with consumer products. The CPSC is the Federal agency responsible for consumer product safety. Some 15,000 different consumer products fall within the Commission's jurisdicition and each year these products are involved in an estimated 30 million injuries and 22,000 deaths",91038,https://www.cpsc.gov/Recalls/1991/Musical-Rocking-Horse-Recalled
Stuffed Animal Recalled by Gibson Greetings,6/11/1996,"Stuffed Animal Recalled by Gibson Greetings NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE CONTACT: June 11, 1996 (301) 504-7908 Release # 96-145 CPSC and Gibson Greetings Announce Stuffed Animal Recall WASHINGTON, D.C. - In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Gibson Greetings Inc. of Cincinnati, Ohio, is voluntarily recalling about 69,700 Keepsake Kritters stuffed bears and cats. The stuffed animals' eyes may separate from the toy, presenting a choking hazard to young children. Gibson Greetings and CPSC are not aware of any injuries involving this toy. This recall is being conducted to prevent the possibility of injury. The stuffed animals measure about eight inches high. The brown Orson bear, item 1599QR925-0010, with brown eyes and brown trim, wears a sweater patterned like an American flag. The white Abby cat, item 1599QR927-0010, with blue eyes and pink trim, wears a multi-colored, flecked sweater. Beige hang tags attached to the toys' ears read in part, Gibson Keepsake Kritters ... 1996 Gibson Greetings Inc. ... Made in China. The toys were sold nationwide at a price of approximately $15 each in grocery stores, card shops, and specialty retailers from March 15, 1996 to April 22, 1996. Consumers should take the bears and cats away from young children immediately and return the toys to the store where purchased for a full refund. Consumers can also mail thetoy to Gibson Greetings Inc., P.O. Box 371804, Cincinnati, OH 45222-1804, Attn: Jo Poppe/Recall. Gibson will send consumers a refund plus mailing expenses. For more information consumers may call Gibson Greetings toll free at (800) 345-6521. No other Keepsake Kritters are involved in this recall. Gibson Greetings brought the hazard to CPSC's attention after it was discovered by a Gibson sales associate.",96145,https://www.cpsc.gov/Recalls/1996/CPSC-and-Gibson-Greetings-Announce-Stuffed-Animal-Recall
Stuffed Toys Recalled by Pier 1 Imports,12/13/2000,"Pier 1 Imports, of Fort Worth, Texas, is voluntarily recalling about 600 stuffed snowmen and 1,300 stuffed reindeer toys.",01053a,https://www.cpsc.gov/Recalls/2001/Stuffed-Toys-Recalled-by-Pier-1-Imports
"CPSC, Douglas Company Announce Recall of Plush Toys",9/19/2005,"The toy is a plush white standing horse measuring about 9-inches tall, with pink or lavender hooves. Colored ribbons (pink and lavender) are mixed in with the white mane and tail of the stuffed horses.",5602,https://www.cpsc.gov/Recalls/2005/CPSC-Douglas-Company-Announce-Recall-of-Plush-Toys
Colbert Collection Recalls Wooden Armadillos Due To Lead Paint Hazards,5/6/1994,"May 6, 1994 Release # 94-067 PRODUCT: Approximately 5,000 Wooden Armadillos imported by Colbert Collection and sold nationwide at gift shops and household accessory stores from January 1990 through December 1993. The armadillos are designed to resemble Texas's armadillo symbol. The body of the armadillo is made from a gourd; its four legs, tail, and moveable head are made of wood. The armadillo is available in various sizes. The label underneath the armadillo reads: HECHO EN MEXICO (MADE IN MEXICO). PROBLEM: The armadillos' paint (green, red, and purple) contains excess lead. WHAT TO DO: Consumers should take the armadillos away from young children and return the armadillos to place of purchase for a refund. Consumers who have questions may contact Colbert Collection at (203) 379-9289. WASHINGTON, DC -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Colbert Collection, New Hartford, CT is voluntarily recalling 5,000 Wooden Armadillos. The armadillos' paint (green, red, and purple) contains excess lead. The armadillos are designed to resemble Texas's armadillo symbol. The body of the armadillo is made from a gourd; its four legs, tail, and moveable head are made of wood. The armadillo is available in various sizes. The label underneath the armadillo reads: HECHO EN MEXICO (MADE IN MEXICO). The armadillos were sold nationwide at gift shops and household accessory stores from January 1990 through December 1993. The armadillos sold from $7.50 for the smallest up to $18.00 for the largest. Colbert did not intend for the armadillos to be used as toys for young children. However, young children may have been given them as gifts. Therefore, consumers should take them away from young children and return the armadillos to the stores where purchased for a refund. Consumers who have questions may contact Colbert Collection at (203) 379-9289. While no incidents of illness or injuries have been reported, the company decided to recall the products promptly to prevent such a possibility. The armadillos were identified by the Texas Department of Health.CPSC is the Federal agency responsible for consumer product safety. Some 15,000 different types of consumer products fall within CPSC's jurisdiction. Public Affair",94067,https://www.cpsc.gov/Recalls/1994/Colbert-Collection-Recalls-Wooden-Armadillos-Due-To-Lead-Paint-Hazards
"Stuffed Animals Tag Removal Notice by TY, Inc.",3/14/1990,"Stuffed Animals Tag Removal Notice by TY, Inc. NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE CONTACT: March 14, 1990 (301) 504-7908 Release # 90-047 TY, Inc. Issues This Warning To Remove Plastic Tags From Stuffed Animals WASHINGTON, DC -- TY, Inc., Oakbrook, Illinois is issuing a warning to parents concerning a variety of stuffed animals the firm imported from Korea. The stuffed animals listed below have small red plastic hearts attached to them on the tail or the neck which can be easily pulled off presenting a choking hazard to children. Consumers are asked to remove and throw away the small red plastic heart-shaped tags which have a gold border and the initials TY. These tags are attached to the following stuffed animals: Jake (Monkey) #7001A Al E. Kat (Cat) #1111 Super Fritz (Dog) #9002 Fritz (Dog) #2002 Harris (Lion) #1115 Patti (Panther) #1118 Lovie (Lamb) #8001 Petunia (Pig) #6001 These stuffed animals were sold nationwide during 1988 and 1989 for $10.00 to $20.00 each. The potentially hazardous toys were identified at the Port of Chicago during a joint CPSC/U.S. Customs Service surveillance program.",90047,https://www.cpsc.gov/Recalls/1990/TY-Inc-Issues-This-Warning-To-Remove-Plastic-Tags-From-Stuffed-Animals
Tangled Treeples Toys Included With KFC Kids Meals Recalled by KFC,8/10/2000,"Tangled Treeples Toys Included With KFC Kids Meals Recalled by KFC NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE August 10, 2000 Release # 00-162 KFC Recall Hotline: (800) CALL-KFC CPSC Consumer Hotline: (800) 638-2772 CPSC Media Contact: Nychelle Fleming, (301) 504-7063 KFC Contact: Michael Tierney, (502) 874-8100 CPSC, KFC Corporation Announce Recall of Toy Included With KFC Kids Meals WASHINGTON, D.C. -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), KFC Corporation, of Louisville, Ky., is voluntarily recalling about 425,000 Tangled Treeples toys included with KFC Kids Meals. The toy is a green plastic container with small, blue plastic animal figures inside. The bottom of the container can fit over a child's nose and mouth, which could pose a suffocation hazard to children under three years of age. A 19-month-old girl reportedly had the Tangled Treeples container stuck over her face, causing her distress. When her mother removed the container, there was a red mark left on the child's face. The Tangled Treeples toy's green, plastic container, which measures about 3 inches in diameter and 1.25 inches deep, has trees molded on the outside. Inside are seven Tangled Treeples animal figures, including a monkey, owl, snake, raccoon and bear. Children can empty the animals out of the container and link them to form a chain. Writing on the outside of the container reads, TreeplesTM and Made in China. KFC restaurants nationwide included the Tangled Treeples toys with KFC Kids Meals from June 2000 through July 2000. Consumers should immediately take the green plastic container away from children under the age of three. They should discard the container or return it to any KFC restaurant for an individual-sized side item, such as macaroni and cheese. For more information, consumers can call KFC at (800) CALL-KFC anytime or visit the KFC web site at http://www.kfc.com/SAFETY.htm. Consumers can also view a video clip about this recall (transcript). This is in streaming video format.",162,https://www.cpsc.gov/Recalls/2000/CPSC-KFC-Corporation-Announce-Recall-of-Toy-Included-With-KFC-Kids-Meals
Kid Dimension Inc. Recalls Littlest Pet Shop Tea Set,12/1/1994,"December 1, 1994 Release # 95-037 WASHINGTON, D.C. - CPSC, Kid Dimension, a subsidiary of Hasbro Inc. of Pawtucket, R.I., is voluntarily recalling about 42,000 of its Littlest Pet Shop Tea Sets. Kid Dimensions estimates that fewer than 4,000 tea sets, which sold for about $10, have already been purchased by consumers. None of the other Littlest Pet Shop  series toys are involved in this recall.Small plastic animal figures attached to the teapot and the sugar bowl are removable and present a potentially serious choking hazard to young children. Because the product does not meet CPSC's small parts regulations, the tea set is a banned hazardous substance under the Federal Hazardous Substances Act and may not be sold. The toy was identified during a joint CPSC and U.S. Customs surveillance operation at the port in Long Beach, Calif.The toy tea set is about two-thirds the normal size and made of colored plastic, including pink, blue, purple, and red. The set includes a teapot with lid, serving tray, sugar bowl and lid, creamer, 4 cups, 4 saucers, and 4 spoons. Small plastic animal figures are permanently attached to the cups and creamer in the set. The tea set is packaged in a cardboard carton labeled in part, Littlest Pet Shop Tea Set featuring adorable Hangimal characters *** No. 27310 *** 1994 Kid Dimension Inc., a subsidiary of Hasbro, Inc., Pawtucket, RI ***.The company is changing the product so that the parts in question will be removed. The modified product package will feature a starburst label that reads, Contains No Small Parts.The tea sets, imported from China, were distributed nationwide from July through November 1994 to retail stores including Toys R Us, Army Exchange Stores, Jamesway, Meijers, and F A O Schwarz. Neither the company nor CPSC is aware of any complaints or injuries involving the tea set.Consumers are urged to not give this toy as a gift to children under 3 years of age and to immediately take the tea set away from any children under 3 who may have the set. The tea sets should be returned to the store where purchased for a refund of the purchase price. For more information on this recall, call Kid Dimension Inc. at (800) 327-8264 or CPSC at (800) 638-CPSC",95037,https://www.cpsc.gov/Recalls/1995/Kid-Dimension-Inc-Recalls-Littlest-Pet-Shop-Tea-Set
Toy Bunny Rabbits Recalled,5/18/1992,"MAY 18, 1992 Release # 92-086 Toy Bunny Rabbits Recalled PRODUCT: 300,000 plush 14-inch stuffed bunny rabbits distributed by K.M.S. Inc. Bunnies were sold nationwide in retail stores such as Venture, Hallmark, Boscov's and Woolworth. PROBLEM: The eyes and noses may detach creating a fatal choking hazard to young children. WHAT TO DO: Return to store where purchased for a refund. WASHINGTON, DC -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), K.M.S., Inc. of Wichita, KS, is voluntarily recalling approximately 300,000 plush bunny rabbits because their eyes and noses may separate during use creating a fatal choking hazard to young children. The stuffed bunnies are approximately 14 inches tall and are white with pink ears, feet, and nose. A tag attached to the bunnies reads in part, Style #1011-1 Reg. No. PA.-3692 (RC). According to the company, the stuffed bunnies were sold in retail stores such as Venture, Hallmark, Boscov's and Woolworth stores along with a number of others. Distribution of these rabbits began in January 1992 and ended in March 1992. The bunnies sold for $3.99 and up. Neither the CPSC nor the company is aware of any injuries involving these plush rabbits. This voluntary recall is being conducted to prevent the possibility of injury. The potentially hazardous bunnies were discovered by a Hallmark employee. Consumers are urged to take the plush bunnies away from young children immediately and return them to the retail store where purchased for a refund of the purchase price. Consumers with questions about this recall may contact K.M.S., Inc. toll- free on 1-800-752-5262, Dept. 92 or (316) 634-0441. The U.S. Consumer Product Safety Commission is announcing this recall as part of its mission to protect the public from unreasonable risks of injury and death associated with consumer products. The Commission's objective is to reduce the estimated 28.5 million injuries and 21,600 deaths associated each year with the 15,000 different types of consumer products under CPSC's jurisdiction",92086,https://www.cpsc.gov/Recalls/1992/Toy-Bunny-Rabbits-Recalled
