Disclaimer: CPSC does not guarantee the accuracy, completeness, or adequacy of the contents of the Publicly Available Consumer Product Safety Information Database on SaferProducts.gov, particularly with respect to information submitted by people outside of CPSC.
"Spinning Ride Toys Recalled by Today's Kids",6/27/2000 ,"Spinning Ride Toys Recalled by Today's Kids NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE Originally issued June 27, 2000, Revised April 16, 2004 Release # 00-133 CPSC Consumer Hotline: (800) 638-2772 CPSC Media Contact: Ken Giles, (301) 504-7052 Note: Firm is out of business and a replacement toy is no longer available. Do not use these products. Please discard or destroy these products. CPSC, Today's Kids Announce Recall of Spinning Ride Toys WASHINGTON, D.C. - In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Today's Kids, of Dallas, Texas, recalledabout 103,000 spinning ride toys. The center column can break, causing a child to suddenly fall backward or be hit in the face by the broken column. Today's Kids had received 1,427 reports of the toys'columns breaking off, resulting in five injuries. Injuries include bumps on heads, cut faces and split lips. Two children required stitches. The Music & Lights Kidaround Spinner? is a purple turntable with a green column through the middle, which is topped by a yellow steering wheel. The child sits on the turntable and spins around by turning on the steering wheel. The toy plays five songs and lights flash while the child is spinning. The toy's packaging indicates it is intended for children 11/2 to 5 years old. A sticker on the center of the steering wheel reads, today's kids®. The battery cover, on the side of the green column reads, MADE IN CHINA. The bottom of the turntable reads, MADE IN U.S.A.. Toy and discount department stores nationwide sold these spinning ride toys from July 1999 through May 2000 for about $20. Consumers should take these spinning ride toys away from children immediately, and discard or destroy these products. The firm is out of business and cannot be contacted, and a replacement toy is no longer available.",00133,https://www.cpsc.gov/Recalls/2000/CPSC-Todays-Kids-Announce-Recall-of-Spinning-Ride-Toys
"Toy Phonograph Recalled by Electronic Creations",1/14/1977 ,"Toy Phonograph Recalled by Electronic Creations NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE January 14, 1977 Release # 77-004 CPSC Bans Toy Phonograph NEW YORK (Jan. 14) -- The U.S. Consumer Product Safety Commission today announced the recall of a toy phonograph which poses a possible electric shock hazard to the user. The toy, Teletone Model 54740 Phonograph manufactured by Electronic Creations Co., Inc., Mt. Vernon, New York fails to comply with Federal regulations for electrically operated toys and is banned from sale. Although no injuries associated with this product have been reported, the phonograph case split open during use and abuse testing by the Commission staff exposing the live parts of the mechanism. Additionally, the cord is not adequately secured to the unit and is shorter than the minimum required length of 5 feet. The phonograph comes packaged in a cardboard box that has a picture of the phonograph and a blue, black and white label on the front which reads in part Solid State Phonograph Teletone Caution- Electric Toy Not Recommended for Children Under 3 Years of Age **Model 54740** UL. The phonograph case is brown and white plaid and white pressboard. The phonograph was distributed nationwide to department stores, toy stores, electronic stores and other retail outlets. It sold for about $20.95. Approximately 4,200 units are involved in the recall. Electronic Creations Co., Inc. is voluntarily recalling the phonograph. Consumers should return it to the place of purchase or directly to the manufacturer at 444 South 9th Avenue, Mt. Vernon, New York 10550 for a full refund. Electric toys are subject to regulation under the Federal Hazardous Substances Act, which requires products banned to be repurchased by the manufacturer, distributor, or dealer. The Commission learned of this product as the result of a nationwide electric toy survey it conducted late last year. The Commission's New York Area Office is monitoring the recall.",77004,https://www.cpsc.gov/Recalls/1977/CPSC-Bans-Toy-Phonograph
"Holgate Toys Recalls Playmat Sets Due to Choking Hazard; Sold Exclusively at Wegmans Food Stores",8/8/2013 ,"The Wegmans Playmat Set includes a 24-inch by 30-inch cotton canvas playmat and four toy wooden vehicles. The toy vehicles include a blue car, a red Wegmans delivery van, a green Wegmans farm tractor and a yellow School Bus. The sets were sold in a yellow box measuring about 12-inches by 12-inches with Wegmans Playmat Set, an age label circle with 2+ and Made in the USA printed on the front of the box. UPC Code 0 7789028735 4 is printed on the back of the box.",13262,https://www.cpsc.gov/Recalls/2013/Holgate-Toys-Recalls-Playmat-Sets
"CPSC, Tai Tung International Recall Car and Washing Machine Toys",10/21/2004 ,"The recall includes an ice cream car, a police car and a toy washing machine. The multicolored cars are about 5 inches long and contain various stickers. The pink, white, or red toy washing machines are 4.5 inches high. The toys make animal and music sounds. When the music and animal sounds play, lights flash and the toy's multicolored beads can be seen moving inside. CE and MADE IN CHINA are written on the battery cover.",05020,https://www.cpsc.gov/Recalls/2005/CPSC-Tai-Tung-International-Recall-Car-and-Washing-Machine-Toys-
"Wooden Toys Recalled by Earth Friendly Due To Choking Hazards",10/30/2008 ,"This recall involves three models of wooden toys. Moee the car, Cubby the stackable bear and the Bell rattle. The toys are painted in glossy red, orange, green, red, black and yellow.",09030,https://www.cpsc.gov/Recalls/2009/Wooden-Toys-Recalled-by-Earth-Friendly-Due-To-Choking-Hazards
"Laugh & Learn™ Kitchen Toys Recalled by Fisher-Price Due To Choking Hazard",11/6/2007 ,"The recall involves a play kitchen learning toy with a pretend refrigerator, range and sink. The product's item number L5067 is stamped in several locations on the toy and printed on the product's packaging above the UPC.",08063,https://www.cpsc.gov/Recalls/2008/Laugh--Learn-Kitchen-Toys-Recalled-by-Fisher-Price-Due-To-Choking-Hazard
"Children's Toys Recalled by Dollar Tree Stores Due to Violation of Lead Paint Standard",12/13/2007 ,"The Baby Bead & Wire Toys are colored wires and colored beads that can slide on a natural wood platform. These bead toys have item number 903419 and date code 71 printed on the back of the packaging. The Speed Racer Pull Back & Go Action! Cars are yellow with black stripes and white with red stripes. Item number 873820 and date code 77 is printed on the back of the packaging.",08133,https://www.cpsc.gov/Recalls/2008/Childrens-Toys-Recalled-by-Dollar-Tree-Stores-Due-to-Violation-of-Lead-Paint-Standard
"Folding Toy Beach Chairs Recalled by Build-A-Bear Workshop Due to Laceration Hazard",5/14/2009 ,"This recall involves a wood frame, canvas seat, toy beach chair for stuffed animals. Some styles include an attached pillow. The toy chairs are blue (style #'s 002281, 004463, 009907, 011565, 102281, 109907, 111565), red (style #'s 007391, 011566, 107391, 111566), fuchsia/white stripe (style #'s 013226, 113226), Orange/white stripe (style #'s 013227, 113227).",09220,https://www.cpsc.gov/Recalls/2009/Folding-Toy-Beach-Chairs-Recalled-by-Build-A-Bear-Workshop-Due-to-Laceration-Hazard
"AAFES Recalls Soldier Bear Toys Due to Violation of Lead Paint Standard",12/19/2007 ,"This recall involves the following wooden toys and a plastic military vehicle toy playset. The style number, UPC codes and Soldier Bear logo are printed on the toy's packaging. Toy Description Style UPC Wooden Pull-Along Learning Blocks Wagon (alphabet blocks in a wooden wagon) 6320 834162002158 Time Teacher (magnetic shapes & clock in pull cart) 6231 834162002646 Wooden Riding Horse 6349 834162003698 Vehicle Playset (blue military vehicle with action figures) 1007 4895130810072",08141,https://www.cpsc.gov/Recalls/2008/AAFES-Recalls-Soldier-Bear-Toys-Due-to-Violation-of-Lead-Paint-Standard
"CPSC, Playskool Announce Recall of Magic Start Crawl 'n Stand Toys Sold Only at Wal-Mart",4/15/2003 ,"The Playskool® Magic Start Crawl 'n Stand is a multicolor plastic toy with a round base and three arched legs that support an electronic activity center. When crawling babies touch the frame of the toy, music, lights and spinning balls are activated. Babies can pull themselves up on the legs of the toy to play at the activity center. The Playskool logo is imprinted into the plastic base and on top of the activity center. Writing under the activity center includes ITEM # 06952 and Made in China.",03107,https://www.cpsc.gov/Recalls/2003/CPSC-Playskool-Announce-Recall-of-Magic-Start-Crawl-n-Stand-Toys-Sold-Only-at-Wal-Mart-
"Spinning Bee Toy Recalled by Artsana Of America (Chicco)",5/28/1989 ,"Spinning Bee Toy Recalled by Artsana Of America (Chicco) NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE May 28, 1989 Release # 89-037 Artsana Of America (Chicco) Voluntarily Begins A Corrective Action On Spinning Bee Toy NEW YORK, N.Y. - Artsana of America has announced it is asking consumers and retailers to remove the rubber feet of their toy top, The Spinning Bee, model - #64063. The rubber disc-like feet constitute small parts which can cause a choking, ingestion, or aspiration hazard to children. These feet, located under the blue base, have been removed by children. The spinning toy has Chicco embossed on a yellow collar under the knob and Made in the USA on the bottom, Approximately 100,000 of these toys were sold nationwide between July 1 and December 20, 1988. Consumers should remove all four rubber feet and send them to Chicco at: Artsana of America/Chicco 200 Fifth Avenue - Room 910 New York, NY 10010 Chicco, upon receipt of the feet, will issue a $3.00 gift certificate toward the purchase of another Chicco Toy. The Spinning Bee is perfectly operable without the feet, and their removal does not diminish the play value. For further information, please contact Chicco at the address above. Chicco pronounced Kee-Ko' Label says MADE IN U.S.A. Those imported from Italy are not being recalled. The four rubber feet on the bottom of the toy can come out and present a choking hazard to young children.",89037,https://www.cpsc.gov/Recalls/1989/Artsana-Of-America-Chicco-Voluntarily-Begins-A-Corrective-Action-On-Spinning-Bee-Toy
"Remco Baby, Inc. Recalls Roll Back Wheel Toy",6/18/1991 ,"June 18, 1991 Release # 91-083 Remco Baby, Inc. Recalls Roll Back Wheel Toy WASHINGTON, DC -- In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Remco Baby, Inc., New York, NY is voluntarily recalling approximately 118,240 Roll Back Wheel toys, model number B356. When CPSC tested the toy in accordance with regulations under the Federal Hazardous Substances Act, small chips separated from the spokes of the toys creating small parts which pose a potential aspiration hazard for young children. The Roll Back Wheel is a ferris wheel with Muppet Babies' Kermit the Frog suspended in the middle. The wheel consists of two blue hard plastic spoked wheels that are approximately eight inches round. Upon rolling the wheel forward, it makes a rattle sound and automatically rolls backward. A label printed on the back of Kermit's head reads ha! 1989, REMCO BABY INC., N.Y., MADE IN CHINA. The toy, imported by Remco Baby, Inc., was sold nationwide from January 1989 through December 1990 at various retail stores for $9.00 each. Some of the retail stores where the toy was sold are Ames Discount Stores, Inc., Rose's Stores, Inc., and Sears, Roebuck and Co. This voluntary recall is being conducted to prevent the possibility of injury associated with the small chips that separated from the spokes of the toy. The potentially hazardous toy was identified at the Port of Newark during a joint CPSC/U.S. Customs import surveillance program. Consumers are urged to take the toy away from young children immediately and return it to the store where purchased for a refund or they may mail the product to Remco Baby, Inc., 1107 Broadway, New York, NY 10018 for a full refund of the purchase price and shipping costs. For more information about this recall, consumers may call Remco Baby, Inc. at 1-212-675-3227. The CPSC's mission is to protect the public from unreasonable risks of injury and death associated with consumer products. The CPSC is the Federal agency responsible for consumer product safety. Some 15,000 different types of consumer products fall within the Commission's jurisdiction and each year these products are involved in an estimated 29 million injuries and 22,000 deaths",91083,https://www.cpsc.gov/Recalls/1991/Remco-Baby-Inc-Recalls-Roll-Back-Wheel-Toy
"Ruby's Diner Inc. Recalls Giveaway Yo-Yo Toy for Choking Hazard",6/8/2006 ,"The recalled yo-yo toys are clear plastic with red, blue or green tinted sides and light up while in motion. The toys are about 2 inches in diameter and have Ruby's Diner printed on each side.",06182,https://www.cpsc.gov/Recalls/2006/Rubys-Diner-Inc-Recalls-Giveaway-Yo-Yo-Toy-for-Choking-Hazard
"Wooden Infant Toys Recalled by Habermaass Corp. Due to Choking Hazard",8/28/2008 ,"The puzzles, rattle toys, pacifier holders, and stroller toys are wooden and are described in the chart below. HABA is printed on them. Model Description Triolino Puzzle Lady bug puzzle is 7 inches x ½ inch thick LUCY Clutching Toy (rattle) Hearts have mirrors and prisms. The rattle is about 4 inches in diameter. Little Heart Clutching Toy (rattle) Heart has mirror. The rattle is about 3 ½ inches in diameter. Pixie's World (rattle) 2.5 rattle with mushroom, flower, person and house with mirror. Belinda Clutching Toy (rattle) Flower clutching toy has face in the middle. The rattle is about 4 inches in diameter. Miro Clutching Toy (rattle) Rattle center contains blue plastic ball with 10 holes. The rattle is about 3 ½ inches in diameter. Bunny Pacifier Holder Pacifier holder is 8.6 inches long with fabric bunny on the end and wooden star with mirror in the middle. Bear Pacifier Holder Pacifier holder is 8.6 inches long with bear at the end and wooden circle with mirror in the middle. Bonita (rattle) 2.5 bouquet of four shapes on wooden ring. Bella (rattle) 3 diameter with four wooden hearts with two mirrors. Pirate Joe (rattle) 4 pirate theme with bell and mirror. Rally (rattle) 4 triangle shape with three cars. Flori (rattle) Six petal shapes on elastic band. Includes three mirrors & three bells. 5 Triola (rattle) 4 triangle with two flowers and round corner. Trio (rattle) 4 triangle shape with squeaker, bell and mirror. Speedy (rattle) Wooden car about 4.5 L x 3 H. Squeaker in back and mirror on car hood. Little Hearts Stroller Toy 18 pram-chain with ten various size wooden hearts. Discovery Balls, Set of 4 Set contains 1 orange, 1 red, 1 blue and one bicolor blue/yellow ball. Red ball contains three small mirrors. Discovery Ball with Rattle Blue/Yellow round wooden ball with small mirror.",08380,https://www.cpsc.gov/Recalls/2008/Wooden-Infant-Toys-Recalled-by-Habermaass-Corp-Due-to-Choking-Hazard
"CPSC and QSP, Inc., Announce Recall of Flying Saucer Toys",3/3/2005 ,"Flying Saucer battery-powered toys with model numbers 83153 and 3321 consist of a 9-inch diameter foam saucer with a rechargeable motor at its hub, and a plastic propeller under the motor. The Flying Saucer is a foam ring with seven ribs or blades between the hub and the outer ring. The propeller rotates inside the circumference of the foam ring. The toy comes with a plastic hand-held thrust transmitter that is used to activate and control the speed of the saucer. Each toy also comes with an AC adapter for recharging the saucer's batteries. No other models are affected.",05547,https://www.cpsc.gov/Recalls/2005/CPSC-and-QSP-Inc-Announce-Recall-of-Flying-Saucer-Toys
"RC2 Recalls Toy Keys Due to Choking Hazard",11/2/2006 ,"Shake 'n Jingle Keys, Shake & Jingle Keys, My Jingle Keys all by The First Years and the John Deere Real Keys are toy keys, with three colored keys attached to a blue, red or green remote control with electronic features. Various colored buttons on the remote activate sounds. Only toy keys with the letter F in the date code stamp on the packaging and product are involved in the recall. The date code can be found on the back of the remote control. Toy keys with TE in the date code or yellow sides on the remote are not included in this recall.",07023,https://www.cpsc.gov/Recalls/2007/RC2-Recalls-Toy-Keys-Due-to-Choking-Hazard
"JA-RU Recalls Blast Balls Toys",11/15/2001 ,"JA-RU Recalls Blast Balls Toys NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE November 15, 2001 Release # 02-042 JA-RU'S Hotline: (800) 231-3470 CPSC Consumer Hotline: (800) 638-2772 CPSC Media Contact: Kim Dulic, (301) 504-7058 CPSC, JA-RU Inc. Announce Recall of Blast Balls Toys WASHINGTON, D.C. - In cooperation with the U.S. Consumer Product Safety Commission (CPSC), JA-RU Inc., of Jacksonville, Fla., is voluntarily recalling about 43,000 Blast Balls toys. When struck together, the toys create a cracking sound similar to that of a cap gun. The directions instruct consumers to strike one ball against the other in the palm of hand to create the cracking sound. When consumers strike the Blast Balls together, sparks can ignite, posing a burn hazard. CPSC and JA-RU have received six reports of injuries, including minor burns to hands and fingers. The recalled toys are packaged as Super Bang...Blast Balls. The balls are sold two in a pack, in a variety of colors. Convenience and novelty stores nationwide sold these toys from June 2001 through October 2001 for about $2. Consumers should immediately stop using the Blast Balls and contact JA-RU for a refund. Consumers can contact JA-RU at (800) 231- 3470 between 9 a.m. and 5 p.m. ET Monday through Friday.",02042,https://www.cpsc.gov/Recalls/2002/CPSC-JA-RU-Inc-Announce-Recall-of-Blast-Balls-Toys
"Fisher-Price Recalls Licensed Character Toys Due To Lead Poisoning Hazard",8/2/2007 ,"The recalled involves various figures and toys that were manufactured between April 19, 2007 and July 6, 2007 and were sold alone or as part of sets. The toys may have a date code between 109-7LF and 187-7LF marked on the product or packaging.",07257,https://www.cpsc.gov/Recalls/2007/Fisher-Price-Recalls-Licensed-Character-Toys-Due-To-Lead-Poisoning-Hazard-
"Water Wiggle Toy Recalled by Wham-O",4/13/1978 ,"Water Wiggle Toy Recalled by Wham-O NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE April 13, 1978 Release # 78-020 Recall Of Wham-O Water Wiggle Toy WASHINGTON, D.C. (Apr. 13) -- Wham-O Manufacturing Co., San Gabriel, Calif., in cooperation with the U.S. Consumer Product Safety Commission, today announced it is voluntarily stopping sale and recalling its Water Wiggle toy. Approximately 2 1/2 million of these toys have been sold throughout the United States over the past 17 years. The toy consists of a seven-foot plastic hose attached to an aluminum water-jet nozzle which is covered by a bell-shaped plastic head. The toy is designed to be attached to a garden hose for water fun. It retails for approximately $3.50. Wham-O stated that the recall is occasioned by the death of a four-year-old child in March 1978. The youngster was playing with some other children in his backyard with a dismantled Water Wiggle, one from which the bell-shaped head had been removed or had come off. The exposed aluminum nozzle became lodged in his mouth and he drowned. Wham-O stated that it had no knowledge of how or why the toy was dismantled or how the nozzle became lodged in the child's mouth. A Water Wiggle was involved in a similar death of a three-year-old boy in 1975. Parents are advised not to allow their children to play with this product. Wham-O requests its retailers to remove all Water Wiggles from their shelves. Consumers who own a Water Wiggle toy should return the product to the retail store where purchased for a full refund or credit toward another product. Consumers requiring information concerning this recall should contact the Customer Service Department, Wham-O Manufacturing Company, 835 East El Monte Street, San Gabriel, California 91778 (toll free numbers 800/423-4592 and 800/423-4593) or call the U.S. Consumer Product Safety Commission toll-free hotline 800/638-2772.",78020,https://www.cpsc.gov/Recalls/1978/Recall-Of-Wham-O-Water-Wiggle-Toy
"Bubble Beauties Floating Balls Recalled by K B Toys",6/8/1998 ,"Bubble Beauties Floating Balls Recalled by K B Toys NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE June 8, 1998 Release # 98-122 Company Phone Number: (800) 877-1253 CPSC Consumer Hotline: (800) 638-2772 CPSC Media Contact: Nychelle Fleming, (301) 504-7063 K·B Toys TM Contact: Andrew White, (800) 877-1253 Ext. 6756 CPSC, K·B Toys TM Announce Recall of Bubble Beauties TM Floating Balls WASHINGTON, D.C. - In cooperation with the U.S. Consumer Product Safety Commission (CPSC), K·B Toys TM of Columbus, Ohio, is recalling about 500 Bubble Beauties TM floating balls. These floating balls contain a petroleum distillate, similar to kerosene, that could be harmful or fatal if ingested. CPSC and K·B Toys TM are not aware of any injuries involving these floating balls. This recall is being conducted to prevent the possibility of injury. Bubble Beauties TM floating balls are clear, 2-inch-wide plastic balls containing another clear plastic ball that holds a small, plastic doll. The dolls have either pink, blue, purple or yellow hair. The liquid around the inner ball contains glitter. Writing on the floating balls include: Bubble Beauties TM...#2801...NOT A THROWING TOY...MADE IN CHINA. K·B Toy TM Stores nationwide sold these floating balls in May 1998 for about $3 to $4. Consumers should immediately take these floating balls away from children, and return them to the store where purchased for a refund. For more information, consumers should call K·B Toys TM at (800) 877-1253 between 8 a.m and 5 p.m EDT Monday through Friday. This is the fourth recall of a children's product since April 1998 that contains petroleum distillates. CPSC has issued guidance to manufacturers, importers, distributors and retailers of liquid-filled consumer products recommending that they not make, sell or distribute products containing harmful liquids which children could access.",98122,https://www.cpsc.gov/Recalls/1998/CPSC-KB-ToysTM-Announce-Recall-of-Bubble-BeautiesTM-Floating-Balls
"ImagiPLAY Recalls Bead Maze Toys Due to Laceration Hazard",11/20/2008 ,"The recalled products are painted wooden toys with beads that slide on a curved metal track. The product was sold in three styles: the Apple Tree Bead Maze, the Cactus Tree Bead Maze and the Palm Tree Bead Maze.",09052,https://www.cpsc.gov/Recalls/2009/ImagiPLAY-Recalls-Bead-Maze-Toys-Due-to-Laceration-Hazard
"Lakeshore Learning Materials Recalls Children's Toy Boxes Due to Choking Hazard",4/1/2009 ,"The recalled product is a soft, multi-colored box with a different color on each side. What's Inside? is embroidered on the front of the box and symbols of a lion, flower and purple butterfly are stitched on another side. Each feely box contains ten small stuffed pieces. The piece affected by this recall is the pink and purple butterfly.",09176,https://www.cpsc.gov/Recalls/2009/Lakeshore-Learning-Materials-Recalls-Childrens-Toy-Boxes-Due-to-Choking-Hazard
"Toy Water Batons Recall by Dairy Queen",1/6/1997 ,"Toy Water Batons Recall by Dairy Queen NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE CONTACT: Ken Giles January 6, 1997 (301) 504-7052 Release # 97-054 CPSC and Dairy Queen Recall Toy Water Batons WASHINGTON, D.C. - In cooperation with the U.S. Consumer Product Safety Commission (CPSC), International Dairy Queen Inc. (IDQ) of Minneapolis, Minn., is voluntarily recalling 150,000 toy water batons distributed with kids meals. When a child sucks or chews on the baton's end-cap, the cap can come off releasing small, plastic balls from inside the baton. The end-cap and the balls present a choking hazard to young children. IDQ has received eight reports of the baton's end-cap coming off. No injuries have been reported. The toy water baton is a clear plastic rod, measuring 9 inches long, with glitter and blue, purple, and green balls floating in water inside of the baton. There are purple caps on each end of the baton, and Dairy Queen is printed on the rod. The toy batons were distributed with kids meals at Dairy Queen stores nationwide from June through October 1996. Consumers should immediately take these toy batons away from young children, and return them to their local Dairy Queen store. Dairy Queen stores are offering consumers a free kids meal or ice cream sundae for each baton returned. For more information, consumers may call IDQ at 1-800-956-9565.",97054,https://www.cpsc.gov/Recalls/1997/CPSC-and-Dairy-Queen-Recall-Toy-Water-Batons
"CPSC, International Playthings Inc. Announce Recall of Toy Stacking Rings",7/31/2003 ,"July 31, 2003Release # 03-165 Company Phone Number: (800) 445-8347 CPSC Consumer Hotline: (800) 638-2772 CPSC Media Contact: (301) 504-7908 CPSC, International Playthings Inc. Announce Recall of Toy Stacking Rings WASHINGTON, D.C. - The U.S. Consumer Product Safety Commission announces the following recall in voluntary cooperation with the firm below. Consumers should stop using recalled products immediately unless otherwise instructed. It is illegal to resell or attempt to resell a recalled consumer product. Name of product: Earlyears Bobbie Bear Stacking Rings Units: About 5,000Manufacturer: International Playthings Inc., of Parsippany, N.J.Hazard: Plastic knobs on the rings can detach, posing a choking hazard to young children.Incidents/Injuries: The firm has received three reports of small parts detaching from the rings, though no injuries have been reported. Description: The recalled Bobbie Bear Stacking Rings have a blue and orange rounded bottom, two multicolored stacking rings, and an orange plastic bear head topper. The toy can be spun like a top and makes a rattling sound when shaken. The toy is designed for children ages 6-24 months and has a model number of E00421, which can be found on the packaging. Sold at: Specialty toy stores nationwide sold these toys from April 2002 through March 2003 for about $10.Manufactured in: ChinaRemedy: Consumers should contact the company for instructions on how to return the toy to receive a free replacement item of similar value. Consumer Contact: Call International Playthings at (800) 445-8347 anytime or log on to the company's Website at www.intplay.com/recall.htm.Media Contact: Sue Tice at (973) 316-2500, Ext. 232 or sue.tice@intplay.com",03165,https://www.cpsc.gov/Recalls/2003/CPSC-International-Playthings-Inc-Announce-Recall-of-Toy-Stacking-Rings-
"Kids II Inc. Recalls Pop Links Toys",12/12/2001 ,"Kids II Inc. Recalls Pop Links Toys NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE December 12, 2001 Release # 02-063 Kids II Recall Hotline: (877) 325-7056 CPSC Consumer Hotline: (800) 638-2772 CPSC Media Contact: Nychelle Fleming, (301) 504-7063 CPSC, Kids II Inc. Announce Recall of Pop Links Toys WASHINGTON, D.C. - In cooperation with the U.S. Consumer Product Safety Commission (CPSC), Kids II Inc., of Alpharetta, Ga., is voluntarily recalling about 20,000 Pop Links toys. The tips on the links that snap together like a chain, can break off, posing a choking hazard to young children. Kids II has received 11 reports of tips on the links breaking. No injuries have been reported. Pop Links model 883 with a date code ND1 molded on the tips of the links are involved in this recall. The toys come in a variety of bright colors with unique shapes and various textures. There are 12 links in a package. The links snap together, creating a chain of links. Mass merchandise and juvenile specialty stores nationwide sold the Pop Links between June 2001 through November 2001 for about $4. Consumers should immediately take the Pop Links toys away from young children and return them to Kids II for a replacement toy. Consumers can contact Kids II toll-free at (877) 325-7056 between 7:30 a.m. and 4:30 p.m. ET Monday through Friday. Kids II Pop Links that do not have a date code ND1 are not subject to this recall.",02063,https://www.cpsc.gov/Recalls/2002/CPSC-Kids-II-Inc-Announce-Recall-of-Pop-Links-Toys
"Fun Stuff Recalls Children's Toys Due to Choking Hazard",9/14/2010 ,"The recalled bracelets and balls are made of stretchy, rubber material with hard plastic, colorful balls attached at the end of the toy's arms. The toys were sold with orange, green, pink, purple and blue colored balls. The BoBo balls have a flashing lighted ball encased in the stretchy material. The following item numbers are involved in this recall: Toy Item Number Click Armband Bracelet FS1842 Klick Klick Ball FS1734 BoBo Ball FS1814 The item number is located on the product packaging.",10341,https://www.cpsc.gov/Recalls/2010/Fun-Stuff-Recalls-Childrens-Toys-Due-to-Choking-Hazard
"Toy Balloon Recalled by Imperial",12/7/1976 ,"Toy Balloon Recalled by Imperial NEWS from CPSC U.S. Consumer Product Safety Commission Office of Information and Public Affairs Washington, DC 20207 FOR IMMEDIATE RELEASE December 7, 1976 Release # 76-083 CPSC, Imperial Toy Corporation Announce Toy Balloon Recall WASHINGTON, D.C. (Dec. 7) -- Imperial Toy Corporation, in cooperation with the Consumer Product Safety Commission, today announces the recall and repurchase of Blobo Plastic Bubb-A-Loons Item Nos. 028, 338, 339, 548 and 625, a plastic balloon toy which the Consumer Product Safety Commission has deemed to be a banned hazardous substance. Due to an error by the manufacturer in Taiwan, the product contains benzene. The Consumer Product Safety Commission believes that eating or inhaling benzene over an extended period of time may cause a type of blood disorder known as dyscrasias. Blobo Plastic Bubb-A-Loons are distributed nationwide by Imperial Toy Corporation. The product is sold in individual metal tubes and in packages of tubes. More than 15 million such tubes have been shipped by Imperial since 1973. Imperial Toy Corporation has voluntarily agreed to cooperate with the Consumer Product Safety Commission and recall all of these products, offering a full refund to purchasers. The Blobo Plastic Bubb-A-Loons are sold in three sizes of individual tubes, each packaged in cellophane with a plastic straw, all of which are being recalled. The recalled tubes are the six-gram size, Item No. 028, having a suggested retail price of 10¢ ; the twenty-gram size, Item No. 339, at 39 ¢; and the thirty-gram size, Item No. 548, at 59¢. Blobo Plastic Bubb-A-Loons are also distributed in packages containing a metal tube and plastic straws mounted on display cards. Imperial is also recalling a three-tube package, Item No. 338, at a suggested retail price of 39¢; and a five-tube package, Item No. 625, at 69¢. No other Imperial products or Blobo Plastic Bubb-A-Loons item numbers are involved in this recall. Consumers who suspect that they may have purchased one of these articles should stop using it immediately. Imperial is in the process of notifying its retailers and distributors of the recall and repurchase procedures. Consumers are urged to destroy the product or return the Blobo Plastic Bubb-A-Loons to the place of purchase for a full refund. The notification process to distributors is expected to take three weeks and any time after that, consumers may return the product to the place of purchase. For further information, consumers may call the Consumer Product Safety Commission's toll-free Hotline at (800)638-2772; or Imperial Toy Corporation at (213)489-2100, or write the company at 2060 East 7th Street, Los Angeles, California 90021.",76083,https://www.cpsc.gov/Recalls/1976/CPSC-Imperial-Toy-Corporation-Announce-Toy-Balloon-Recall
